Parameter Sets,Stats,Variance Ratio,LSTM Accuracy
"[{'sigma_u': 18.0, 'sigma_b': 0.4047410245672647, 'rho': 332.63090567625727, 'd': 0.7314928984034321, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999834102, 'rho': 1179.133813796912, 'd': 0.7827636158616957, 'label': 1}]","({'Stressed Mean': 10.004809160305344, 'Stressed Variance': 180.75890816968712, 'Stressed Steady State Time': 13.670672704856269}, {'Normal Mean': 9.986401515151515, 'Normal Variance': 1180.0387165963614, 'Normal Steady State Time': 12.775248871259329})",0.14999999999999997,1.0
"[{'sigma_u': 18.0, 'sigma_b': 0.4047410245672647, 'rho': 332.63090567625727, 'd': 0.7314928984034321, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999834102, 'rho': 1179.133813796912, 'd': 0.7827636158616957, 'label': 1}]","({'Stressed Mean': 10.004809160305344, 'Stressed Variance': 180.75890816968712, 'Stressed Steady State Time': 13.670672704856269}, {'Normal Mean': 9.986401515151515, 'Normal Variance': 1180.0387165963614, 'Normal Steady State Time': 12.775248871259329})",0.14999999999999997,1.0
"[{'sigma_u': 18.0, 'sigma_b': 0.4047410245672647, 'rho': 332.63090567625727, 'd': 0.7314928984034321, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999834102, 'rho': 1179.133813796912, 'd': 0.7827636158616957, 'label': 1}]","({'Stressed Mean': 10.004809160305344, 'Stressed Variance': 180.75890816968712, 'Stressed Steady State Time': 13.670672704856269}, {'Normal Mean': 9.986401515151515, 'Normal Variance': 1180.0387165963614, 'Normal Steady State Time': 12.775248871259329})",0.14999999999999997,1.0
"[{'sigma_u': 18.0, 'sigma_b': 0.4047410245672647, 'rho': 332.63090567625727, 'd': 0.7314928984034321, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999834102, 'rho': 1179.133813796912, 'd': 0.7827636158616957, 'label': 1}]","({'Stressed Mean': 10.004809160305344, 'Stressed Variance': 180.75890816968712, 'Stressed Steady State Time': 13.670672704856269}, {'Normal Mean': 9.986401515151515, 'Normal Variance': 1180.0387165963614, 'Normal Steady State Time': 12.775248871259329})",0.14999999999999997,1.0
"[{'sigma_u': 18.0, 'sigma_b': 0.4047410245672647, 'rho': 332.63090567625727, 'd': 0.7314928984034321, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999834102, 'rho': 1179.133813796912, 'd': 0.7827636158616957, 'label': 1}]","({'Stressed Mean': 10.004809160305344, 'Stressed Variance': 180.75890816968712, 'Stressed Steady State Time': 13.670672704856269}, {'Normal Mean': 9.986401515151515, 'Normal Variance': 1180.0387165963614, 'Normal Steady State Time': 12.775248871259329})",0.14999999999999997,1.0
"[{'sigma_u': 18.0, 'sigma_b': 0.4047410245672647, 'rho': 332.63090567625727, 'd': 0.7314928984034321, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999834102, 'rho': 1179.133813796912, 'd': 0.7827636158616957, 'label': 1}]","({'Stressed Mean': 10.004809160305344, 'Stressed Variance': 180.75890816968712, 'Stressed Steady State Time': 13.670672704856269}, {'Normal Mean': 9.986401515151515, 'Normal Variance': 1180.0387165963614, 'Normal Steady State Time': 12.775248871259329})",0.14999999999999997,1.0
"[{'sigma_u': 18.0, 'sigma_b': 0.4047410245672647, 'rho': 332.63090567625727, 'd': 0.7314928984034321, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999834102, 'rho': 1179.133813796912, 'd': 0.7827636158616957, 'label': 1}]","({'Stressed Mean': 10.004809160305344, 'Stressed Variance': 180.75890816968712, 'Stressed Steady State Time': 13.670672704856269}, {'Normal Mean': 9.986401515151515, 'Normal Variance': 1180.0387165963614, 'Normal Steady State Time': 12.775248871259329})",0.14999999999999997,1.0
"[{'sigma_u': 18.0, 'sigma_b': 0.4047410245672647, 'rho': 332.63090567625727, 'd': 0.7314928984034321, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999834102, 'rho': 1179.133813796912, 'd': 0.7827636158616957, 'label': 1}]","({'Stressed Mean': 10.004809160305344, 'Stressed Variance': 180.75890816968712, 'Stressed Steady State Time': 13.670672704856269}, {'Normal Mean': 9.986401515151515, 'Normal Variance': 1180.0387165963614, 'Normal Steady State Time': 12.775248871259329})",0.14999999999999997,1.0
"[{'sigma_u': 18.0, 'sigma_b': 0.3786725971829754, 'rho': 355.1257249866812, 'd': 0.731698004291357, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999834102, 'rho': 1179.133813796912, 'd': 0.7827636158616957, 'label': 1}]","({'Stressed Mean': 10.107786259541985, 'Stressed Variance': 198.37174090087993, 'Stressed Steady State Time': 13.666840610949746}, {'Normal Mean': 9.877007575757576, 'Normal Variance': 1167.7739258938818, 'Normal Steady State Time': 12.775248871259329})",0.15999999999999998,0.975
"[{'sigma_u': 18.0, 'sigma_b': 0.3786725971829754, 'rho': 355.1257249866812, 'd': 0.731698004291357, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999834102, 'rho': 1179.133813796912, 'd': 0.7827636158616957, 'label': 1}]","({'Stressed Mean': 10.08709923664122, 'Stressed Variance': 197.5684442573276, 'Stressed Steady State Time': 13.666840610949746}, {'Normal Mean': 9.986401515151515, 'Normal Variance': 1180.0387165963614, 'Normal Steady State Time': 12.775248871259329})",0.15999999999999998,1.0
"[{'sigma_u': 18.0, 'sigma_b': 0.3786725971829754, 'rho': 355.1257249866812, 'd': 0.731698004291357, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999834102, 'rho': 1179.133813796912, 'd': 0.7827636158616957, 'label': 1}]","({'Stressed Mean': 10.08709923664122, 'Stressed Variance': 197.5684442573276, 'Stressed Steady State Time': 13.666840610949746}, {'Normal Mean': 9.986401515151515, 'Normal Variance': 1180.0387165963614, 'Normal Steady State Time': 12.775248871259329})",0.15999999999999998,1.0
"[{'sigma_u': 18.0, 'sigma_b': 0.3786725971829754, 'rho': 355.1257249866812, 'd': 0.731698004291357, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999834102, 'rho': 1179.133813796912, 'd': 0.7827636158616957, 'label': 1}]","({'Stressed Mean': 10.08709923664122, 'Stressed Variance': 197.5684442573276, 'Stressed Steady State Time': 13.666840610949746}, {'Normal Mean': 9.986401515151515, 'Normal Variance': 1180.0387165963614, 'Normal Steady State Time': 12.775248871259329})",0.15999999999999998,1.0
"[{'sigma_u': 18.0, 'sigma_b': 0.3786725971829754, 'rho': 355.1257249866812, 'd': 0.731698004291357, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999834102, 'rho': 1179.133813796912, 'd': 0.7827636158616957, 'label': 1}]","({'Stressed Mean': 10.08709923664122, 'Stressed Variance': 197.5684442573276, 'Stressed Steady State Time': 13.666840610949746}, {'Normal Mean': 9.986401515151515, 'Normal Variance': 1180.0387165963614, 'Normal Steady State Time': 12.775248871259329})",0.15999999999999998,1.0
"[{'sigma_u': 18.0, 'sigma_b': 0.3786725971829754, 'rho': 355.1257249866812, 'd': 0.731698004291357, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999834102, 'rho': 1179.133813796912, 'd': 0.7827636158616957, 'label': 1}]","({'Stressed Mean': 10.08709923664122, 'Stressed Variance': 197.5684442573276, 'Stressed Steady State Time': 13.666840610949746}, {'Normal Mean': 9.986401515151515, 'Normal Variance': 1180.0387165963614, 'Normal Steady State Time': 12.775248871259329})",0.15999999999999998,1.0
"[{'sigma_u': 18.0, 'sigma_b': 0.3786725971829754, 'rho': 355.1257249866812, 'd': 0.731698004291357, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999834102, 'rho': 1179.133813796912, 'd': 0.7827636158616957, 'label': 1}]","({'Stressed Mean': 10.08709923664122, 'Stressed Variance': 197.5684442573276, 'Stressed Steady State Time': 13.666840610949746}, {'Normal Mean': 9.986401515151515, 'Normal Variance': 1180.0387165963614, 'Normal Steady State Time': 12.775248871259329})",0.15999999999999998,1.0
"[{'sigma_u': 18.0, 'sigma_b': 0.3786725971829754, 'rho': 355.1257249866812, 'd': 0.731698004291357, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999834102, 'rho': 1179.133813796912, 'd': 0.7827636158616957, 'label': 1}]","({'Stressed Mean': 10.08709923664122, 'Stressed Variance': 197.5684442573276, 'Stressed Steady State Time': 13.666840610949746}, {'Normal Mean': 9.986401515151515, 'Normal Variance': 1180.0387165963614, 'Normal Steady State Time': 12.775248871259329})",0.15999999999999998,1.0
"[{'sigma_u': 18.0, 'sigma_b': 0.3786725971829754, 'rho': 355.1257249866812, 'd': 0.731698004291357, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999834102, 'rho': 1179.133813796912, 'd': 0.7827636158616957, 'label': 1}]","({'Stressed Mean': 10.08709923664122, 'Stressed Variance': 197.5684442573276, 'Stressed Steady State Time': 13.666840610949746}, {'Normal Mean': 9.986401515151515, 'Normal Variance': 1180.0387165963614, 'Normal Steady State Time': 12.775248871259329})",0.15999999999999998,1.0
"[{'sigma_u': 18.0, 'sigma_b': 0.3786725971829754, 'rho': 355.1257249866812, 'd': 0.731698004291357, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999834102, 'rho': 1179.133813796912, 'd': 0.7827636158616957, 'label': 1}]","({'Stressed Mean': 10.08709923664122, 'Stressed Variance': 197.5684442573276, 'Stressed Steady State Time': 13.666840610949746}, {'Normal Mean': 9.986401515151515, 'Normal Variance': 1180.0387165963614, 'Normal Steady State Time': 12.775248871259329})",0.15999999999999998,1.0
"[{'sigma_u': 18.0, 'sigma_b': 0.35576074641739863, 'rho': 377.61901117881126, 'd': 0.7318793437040086, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999834102, 'rho': 1179.133813796912, 'd': 0.7827636158616957, 'label': 1}]","({'Stressed Mean': 10.205725190839695, 'Stressed Variance': 212.36340233669367, 'Stressed Steady State Time': 13.663454346710274}, {'Normal Mean': 9.877007575757576, 'Normal Variance': 1167.7739258938818, 'Normal Steady State Time': 12.775248871259329})",0.16999999999999998,0.9875
"[{'sigma_u': 18.0, 'sigma_b': 0.35576074641739863, 'rho': 377.61901117881126, 'd': 0.7318793437040086, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999834102, 'rho': 1179.133813796912, 'd': 0.7827636158616957, 'label': 1}]","({'Stressed Mean': 10.182519083969465, 'Stressed Variance': 210.0501982343686, 'Stressed Steady State Time': 13.663454346710274}, {'Normal Mean': 9.986401515151515, 'Normal Variance': 1180.0387165963614, 'Normal Steady State Time': 12.775248871259329})",0.16999999999999998,0.9875
"[{'sigma_u': 18.0, 'sigma_b': 0.35576074641739863, 'rho': 377.61901117881126, 'd': 0.7318793437040086, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999834102, 'rho': 1179.133813796912, 'd': 0.7827636158616957, 'label': 1}]","({'Stressed Mean': 10.182519083969465, 'Stressed Variance': 210.0501982343686, 'Stressed Steady State Time': 13.663454346710274}, {'Normal Mean': 9.986401515151515, 'Normal Variance': 1180.0387165963614, 'Normal Steady State Time': 12.775248871259329})",0.16999999999999998,0.9875
"[{'sigma_u': 18.0, 'sigma_b': 0.35576074641739863, 'rho': 377.61901117881126, 'd': 0.7318793437040086, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999834102, 'rho': 1179.133813796912, 'd': 0.7827636158616957, 'label': 1}]","({'Stressed Mean': 10.182519083969465, 'Stressed Variance': 210.0501982343686, 'Stressed Steady State Time': 13.663454346710274}, {'Normal Mean': 9.986401515151515, 'Normal Variance': 1180.0387165963614, 'Normal Steady State Time': 12.775248871259329})",0.16999999999999998,0.9875
"[{'sigma_u': 18.0, 'sigma_b': 0.35576074641739863, 'rho': 377.61901117881126, 'd': 0.7318793437040086, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999834102, 'rho': 1179.133813796912, 'd': 0.7827636158616957, 'label': 1}]","({'Stressed Mean': 10.182519083969465, 'Stressed Variance': 210.0501982343686, 'Stressed Steady State Time': 13.663454346710274}, {'Normal Mean': 9.986401515151515, 'Normal Variance': 1180.0387165963614, 'Normal Steady State Time': 12.775248871259329})",0.16999999999999998,0.9875
"[{'sigma_u': 18.0, 'sigma_b': 0.35576074641739863, 'rho': 377.61901117881126, 'd': 0.7318793437040086, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999834102, 'rho': 1179.133813796912, 'd': 0.7827636158616957, 'label': 1}]","({'Stressed Mean': 10.182519083969465, 'Stressed Variance': 210.0501982343686, 'Stressed Steady State Time': 13.663454346710274}, {'Normal Mean': 9.986401515151515, 'Normal Variance': 1180.0387165963614, 'Normal Steady State Time': 12.775248871259329})",0.16999999999999998,0.9875
"[{'sigma_u': 18.0, 'sigma_b': 0.35576074641739863, 'rho': 377.61901117881126, 'd': 0.7318793437040086, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999834102, 'rho': 1179.133813796912, 'd': 0.7827636158616957, 'label': 1}]","({'Stressed Mean': 10.182519083969465, 'Stressed Variance': 210.0501982343686, 'Stressed Steady State Time': 13.663454346710274}, {'Normal Mean': 9.986401515151515, 'Normal Variance': 1180.0387165963614, 'Normal Steady State Time': 12.775248871259329})",0.16999999999999998,0.9875
"[{'sigma_u': 18.0, 'sigma_b': 0.35576074641739863, 'rho': 377.61901117881126, 'd': 0.7318793437040086, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999834102, 'rho': 1179.133813796912, 'd': 0.7827636158616957, 'label': 1}]","({'Stressed Mean': 10.182519083969465, 'Stressed Variance': 210.0501982343686, 'Stressed Steady State Time': 13.663454346710274}, {'Normal Mean': 9.986401515151515, 'Normal Variance': 1180.0387165963614, 'Normal Steady State Time': 12.775248871259329})",0.16999999999999998,0.9875
"[{'sigma_u': 18.0, 'sigma_b': 0.35576074641739863, 'rho': 377.61901117881126, 'd': 0.7318793437040086, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999834102, 'rho': 1179.133813796912, 'd': 0.7827636158616957, 'label': 1}]","({'Stressed Mean': 10.182519083969465, 'Stressed Variance': 210.0501982343686, 'Stressed Steady State Time': 13.663454346710274}, {'Normal Mean': 9.986401515151515, 'Normal Variance': 1180.0387165963614, 'Normal Steady State Time': 12.775248871259329})",0.16999999999999998,0.9875
"[{'sigma_u': 18.0, 'sigma_b': 0.35576074641739863, 'rho': 377.61901117881126, 'd': 0.7318793437040086, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999834102, 'rho': 1179.133813796912, 'd': 0.7827636158616957, 'label': 1}]","({'Stressed Mean': 10.182519083969465, 'Stressed Variance': 210.0501982343686, 'Stressed Steady State Time': 13.663454346710274}, {'Normal Mean': 9.986401515151515, 'Normal Variance': 1180.0387165963614, 'Normal Steady State Time': 12.775248871259329})",0.16999999999999998,0.9875
"[{'sigma_u': 18.0, 'sigma_b': 0.33546460586832333, 'rho': 400.11102000180637, 'd': 0.7320408209688563, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999834102, 'rho': 1179.133813796912, 'd': 0.7827636158616957, 'label': 1}]","({'Stressed Mean': 10.013854961832061, 'Stressed Variance': 221.99885384155934, 'Stressed Steady State Time': 13.66044039288}, {'Normal Mean': 9.877007575757576, 'Normal Variance': 1167.7739258938818, 'Normal Steady State Time': 12.775248871259329})",0.17999999999999997,0.975
"[{'sigma_u': 18.0, 'sigma_b': 0.33546460586832333, 'rho': 400.11102000180637, 'd': 0.7320408209688563, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999834102, 'rho': 1179.133813796912, 'd': 0.7827636158616957, 'label': 1}]","({'Stressed Mean': 10.012137404580153, 'Stressed Variance': 215.21458550783757, 'Stressed Steady State Time': 13.66044039288}, {'Normal Mean': 9.986401515151515, 'Normal Variance': 1180.0387165963614, 'Normal Steady State Time': 12.775248871259329})",0.17999999999999997,1.0
"[{'sigma_u': 18.0, 'sigma_b': 0.33546460586832333, 'rho': 400.11102000180637, 'd': 0.7320408209688563, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999834102, 'rho': 1179.133813796912, 'd': 0.7827636158616957, 'label': 1}]","({'Stressed Mean': 10.012137404580153, 'Stressed Variance': 215.21458550783757, 'Stressed Steady State Time': 13.66044039288}, {'Normal Mean': 9.986401515151515, 'Normal Variance': 1180.0387165963614, 'Normal Steady State Time': 12.775248871259329})",0.17999999999999997,1.0
"[{'sigma_u': 18.0, 'sigma_b': 0.33546460586832333, 'rho': 400.11102000180637, 'd': 0.7320408209688563, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999834102, 'rho': 1179.133813796912, 'd': 0.7827636158616957, 'label': 1}]","({'Stressed Mean': 10.012137404580153, 'Stressed Variance': 215.21458550783757, 'Stressed Steady State Time': 13.66044039288}, {'Normal Mean': 9.986401515151515, 'Normal Variance': 1180.0387165963614, 'Normal Steady State Time': 12.775248871259329})",0.17999999999999997,1.0
"[{'sigma_u': 18.0, 'sigma_b': 0.33546460586832333, 'rho': 400.11102000180637, 'd': 0.7320408209688563, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999834102, 'rho': 1179.133813796912, 'd': 0.7827636158616957, 'label': 1}]","({'Stressed Mean': 10.012137404580153, 'Stressed Variance': 215.21458550783757, 'Stressed Steady State Time': 13.66044039288}, {'Normal Mean': 9.986401515151515, 'Normal Variance': 1180.0387165963614, 'Normal Steady State Time': 12.775248871259329})",0.17999999999999997,1.0
"[{'sigma_u': 18.0, 'sigma_b': 0.33546460586832333, 'rho': 400.11102000180637, 'd': 0.7320408209688563, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999834102, 'rho': 1179.133813796912, 'd': 0.7827636158616957, 'label': 1}]","({'Stressed Mean': 10.012137404580153, 'Stressed Variance': 215.21458550783757, 'Stressed Steady State Time': 13.66044039288}, {'Normal Mean': 9.986401515151515, 'Normal Variance': 1180.0387165963614, 'Normal Steady State Time': 12.775248871259329})",0.17999999999999997,1.0
"[{'sigma_u': 18.0, 'sigma_b': 0.33546460586832333, 'rho': 400.11102000180637, 'd': 0.7320408209688563, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999834102, 'rho': 1179.133813796912, 'd': 0.7827636158616957, 'label': 1}]","({'Stressed Mean': 10.012137404580153, 'Stressed Variance': 215.21458550783757, 'Stressed Steady State Time': 13.66044039288}, {'Normal Mean': 9.986401515151515, 'Normal Variance': 1180.0387165963614, 'Normal Steady State Time': 12.775248871259329})",0.17999999999999997,1.0
"[{'sigma_u': 18.0, 'sigma_b': 0.33546460586832333, 'rho': 400.11102000180637, 'd': 0.7320408209688563, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999834102, 'rho': 1179.133813796912, 'd': 0.7827636158616957, 'label': 1}]","({'Stressed Mean': 10.012137404580153, 'Stressed Variance': 215.21458550783757, 'Stressed Steady State Time': 13.66044039288}, {'Normal Mean': 9.986401515151515, 'Normal Variance': 1180.0387165963614, 'Normal Steady State Time': 12.775248871259329})",0.17999999999999997,1.0
"[{'sigma_u': 18.0, 'sigma_b': 0.33546460586832333, 'rho': 400.11102000180637, 'd': 0.7320408209688563, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999834102, 'rho': 1179.133813796912, 'd': 0.7827636158616957, 'label': 1}]","({'Stressed Mean': 10.012137404580153, 'Stressed Variance': 215.21458550783757, 'Stressed Steady State Time': 13.66044039288}, {'Normal Mean': 9.986401515151515, 'Normal Variance': 1180.0387165963614, 'Normal Steady State Time': 12.775248871259329})",0.17999999999999997,1.0
"[{'sigma_u': 18.0, 'sigma_b': 0.33546460586832333, 'rho': 400.11102000180637, 'd': 0.7320408209688563, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999834102, 'rho': 1179.133813796912, 'd': 0.7827636158616957, 'label': 1}]","({'Stressed Mean': 10.012137404580153, 'Stressed Variance': 215.21458550783757, 'Stressed Steady State Time': 13.66044039288}, {'Normal Mean': 9.986401515151515, 'Normal Variance': 1180.0387165963614, 'Normal Steady State Time': 12.775248871259329})",0.17999999999999997,1.0
