Parameter Sets,Stats,Variance Ratio,SVM (rbf) Accuracy,SVM (linear) Accuracy,Random Forest Accuracy,Logistic Regression Accuracy,MLP Accuracy,Random Classifier Accuracy,LSTM Conv1D Attention Accuracy,LSTM Conv1D Accuracy
"[{'sigma_u': 18.0, 'sigma_b': 0.19915515692620797, 'rho': 669.9620029059695, 'd': 0.7331460536087037, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999834102, 'rho': 1179.133813796912, 'd': 0.7827636158616957, 'label': 1}]","({'Stressed Mean': 9.76621212121212, 'Stressed Variance': 340.71208565197435, 'Stressed Steady State Time': 13.63984700016843}, {'Normal Mean': 9.71781954887218, 'Normal Variance': 1100.314885471197, 'Normal Steady State Time': 12.775248871259329})",0.2999999999999999,0.8875,0.6625,0.9125,0.625,0.65,0.45,0.9875,0.9625
"[{'sigma_u': 18.0, 'sigma_b': 0.19915515692620797, 'rho': 669.9620029059695, 'd': 0.7331460536087037, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999834102, 'rho': 1179.133813796912, 'd': 0.7827636158616957, 'label': 1}]","({'Stressed Mean': 9.76621212121212, 'Stressed Variance': 340.71208565197435, 'Stressed Steady State Time': 13.63984700016843}, {'Normal Mean': 9.71781954887218, 'Normal Variance': 1100.314885471197, 'Normal Steady State Time': 12.775248871259329})",0.2999999999999999,0.8875,0.6625,0.9125,0.625,0.65,0.45,0.9875,0.9625
"[{'sigma_u': 18.0, 'sigma_b': 0.19915515692620797, 'rho': 669.9620029059695, 'd': 0.7331460536087037, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999834102, 'rho': 1179.133813796912, 'd': 0.7827636158616957, 'label': 1}]","({'Stressed Mean': 9.76621212121212, 'Stressed Variance': 340.71208565197435, 'Stressed Steady State Time': 13.63984700016843}, {'Normal Mean': 9.71781954887218, 'Normal Variance': 1100.314885471197, 'Normal Steady State Time': 12.775248871259329})",0.2999999999999999,0.8875,0.6625,0.9125,0.625,0.65,0.45,0.9875,0.9625
"[{'sigma_u': 18.0, 'sigma_b': 0.19915515692620797, 'rho': 669.9620029059695, 'd': 0.7331460536087037, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999834102, 'rho': 1179.133813796912, 'd': 0.7827636158616957, 'label': 1}]","({'Stressed Mean': 9.76621212121212, 'Stressed Variance': 340.71208565197435, 'Stressed Steady State Time': 13.63984700016843}, {'Normal Mean': 9.71781954887218, 'Normal Variance': 1100.314885471197, 'Normal Steady State Time': 12.775248871259329})",0.2999999999999999,0.8875,0.6625,0.9125,0.625,0.65,0.45,0.9875,0.9625
"[{'sigma_u': 18.0, 'sigma_b': 0.19915515692620797, 'rho': 669.9620029059695, 'd': 0.7331460536087037, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999834102, 'rho': 1179.133813796912, 'd': 0.7827636158616957, 'label': 1}]","({'Stressed Mean': 9.76621212121212, 'Stressed Variance': 340.71208565197435, 'Stressed Steady State Time': 13.63984700016843}, {'Normal Mean': 9.71781954887218, 'Normal Variance': 1100.314885471197, 'Normal Steady State Time': 12.775248871259329})",0.2999999999999999,0.8875,0.6625,0.9125,0.625,0.65,0.45,0.9875,0.9625
"[{'sigma_u': 18.0, 'sigma_b': 0.19915515692620797, 'rho': 669.9620029059695, 'd': 0.7331460536087037, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999834102, 'rho': 1179.133813796912, 'd': 0.7827636158616957, 'label': 1}]","({'Stressed Mean': 9.76621212121212, 'Stressed Variance': 340.71208565197435, 'Stressed Steady State Time': 13.63984700016843}, {'Normal Mean': 9.71781954887218, 'Normal Variance': 1100.314885471197, 'Normal Steady State Time': 12.775248871259329})",0.2999999999999999,0.8875,0.6625,0.9125,0.625,0.65,0.45,0.9875,0.9625
"[{'sigma_u': 18.0, 'sigma_b': 0.19915515692620797, 'rho': 669.9620029059695, 'd': 0.7331460536087037, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999834102, 'rho': 1179.133813796912, 'd': 0.7827636158616957, 'label': 1}]","({'Stressed Mean': 9.76621212121212, 'Stressed Variance': 340.71208565197435, 'Stressed Steady State Time': 13.63984700016843}, {'Normal Mean': 9.71781954887218, 'Normal Variance': 1100.314885471197, 'Normal Steady State Time': 12.775248871259329})",0.2999999999999999,0.8875,0.6625,0.9125,0.625,0.65,0.45,0.9875,0.9625
"[{'sigma_u': 18.0, 'sigma_b': 0.19915515692620797, 'rho': 669.9620029059695, 'd': 0.7331460536087037, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999834102, 'rho': 1179.133813796912, 'd': 0.7827636158616957, 'label': 1}]","({'Stressed Mean': 9.76621212121212, 'Stressed Variance': 340.71208565197435, 'Stressed Steady State Time': 13.63984700016843}, {'Normal Mean': 9.71781954887218, 'Normal Variance': 1100.314885471197, 'Normal Steady State Time': 12.775248871259329})",0.2999999999999999,0.8875,0.6625,0.9125,0.625,0.65,0.45,0.9875,0.9625
"[{'sigma_u': 18.0, 'sigma_b': 0.19263326987699586, 'rho': 692.4471575164293, 'd': 0.733199851784972, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999834102, 'rho': 1179.133813796912, 'd': 0.7827636158616957, 'label': 1}]","({'Stressed Mean': 10.187651515151515, 'Stressed Variance': 374.943650545225, 'Stressed Steady State Time': 13.638846183145073}, {'Normal Mean': 9.611503759398497, 'Normal Variance': 1067.4328300695347, 'Normal Steady State Time': 12.775248871259329})",0.3099999999999999,0.95,0.6125,0.975,0.55,0.6625,0.45,0.9875,0.775
"[{'sigma_u': 18.0, 'sigma_b': 0.19263326987699586, 'rho': 692.4471575164293, 'd': 0.733199851784972, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999834102, 'rho': 1179.133813796912, 'd': 0.7827636158616957, 'label': 1}]","({'Stressed Mean': 10.026060606060605, 'Stressed Variance': 368.3237905417815, 'Stressed Steady State Time': 13.638846183145073}, {'Normal Mean': 9.71781954887218, 'Normal Variance': 1100.314885471197, 'Normal Steady State Time': 12.775248871259329})",0.3099999999999999,0.9625,0.5125,0.875,0.5375,0.6375,0.45,0.9875,0.95
"[{'sigma_u': 18.0, 'sigma_b': 0.19263326987699586, 'rho': 692.4471575164293, 'd': 0.733199851784972, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999834102, 'rho': 1179.133813796912, 'd': 0.7827636158616957, 'label': 1}]","({'Stressed Mean': 10.026060606060605, 'Stressed Variance': 368.3237905417815, 'Stressed Steady State Time': 13.638846183145073}, {'Normal Mean': 9.71781954887218, 'Normal Variance': 1100.314885471197, 'Normal Steady State Time': 12.775248871259329})",0.3099999999999999,0.9625,0.5125,0.875,0.5375,0.6375,0.45,0.9875,0.95
"[{'sigma_u': 18.0, 'sigma_b': 0.19263326987699586, 'rho': 692.4471575164293, 'd': 0.733199851784972, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999834102, 'rho': 1179.133813796912, 'd': 0.7827636158616957, 'label': 1}]","({'Stressed Mean': 10.026060606060605, 'Stressed Variance': 368.3237905417815, 'Stressed Steady State Time': 13.638846183145073}, {'Normal Mean': 9.71781954887218, 'Normal Variance': 1100.314885471197, 'Normal Steady State Time': 12.775248871259329})",0.3099999999999999,0.9625,0.5125,0.875,0.5375,0.6375,0.45,0.9875,0.95
"[{'sigma_u': 18.0, 'sigma_b': 0.19263326987699586, 'rho': 692.4471575164293, 'd': 0.733199851784972, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999834102, 'rho': 1179.133813796912, 'd': 0.7827636158616957, 'label': 1}]","({'Stressed Mean': 10.026060606060605, 'Stressed Variance': 368.3237905417815, 'Stressed Steady State Time': 13.638846183145073}, {'Normal Mean': 9.71781954887218, 'Normal Variance': 1100.314885471197, 'Normal Steady State Time': 12.775248871259329})",0.3099999999999999,0.9625,0.5125,0.875,0.5375,0.6375,0.45,0.9875,0.95
"[{'sigma_u': 18.0, 'sigma_b': 0.19263326987699586, 'rho': 692.4471575164293, 'd': 0.733199851784972, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999834102, 'rho': 1179.133813796912, 'd': 0.7827636158616957, 'label': 1}]","({'Stressed Mean': 10.026060606060605, 'Stressed Variance': 368.3237905417815, 'Stressed Steady State Time': 13.638846183145073}, {'Normal Mean': 9.71781954887218, 'Normal Variance': 1100.314885471197, 'Normal Steady State Time': 12.775248871259329})",0.3099999999999999,0.9625,0.5125,0.875,0.5375,0.6375,0.45,0.9875,0.95
"[{'sigma_u': 18.0, 'sigma_b': 0.19263326987699586, 'rho': 692.4471575164293, 'd': 0.733199851784972, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999834102, 'rho': 1179.133813796912, 'd': 0.7827636158616957, 'label': 1}]","({'Stressed Mean': 10.026060606060605, 'Stressed Variance': 368.3237905417815, 'Stressed Steady State Time': 13.638846183145073}, {'Normal Mean': 9.71781954887218, 'Normal Variance': 1100.314885471197, 'Normal Steady State Time': 12.775248871259329})",0.3099999999999999,0.9625,0.5125,0.875,0.5375,0.6375,0.45,0.9875,0.95
"[{'sigma_u': 18.0, 'sigma_b': 0.19263326987699586, 'rho': 692.4471575164293, 'd': 0.733199851784972, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999834102, 'rho': 1179.133813796912, 'd': 0.7827636158616957, 'label': 1}]","({'Stressed Mean': 10.026060606060605, 'Stressed Variance': 368.3237905417815, 'Stressed Steady State Time': 13.638846183145073}, {'Normal Mean': 9.71781954887218, 'Normal Variance': 1100.314885471197, 'Normal Steady State Time': 12.775248871259329})",0.3099999999999999,0.9625,0.5125,0.875,0.5375,0.6375,0.45,0.9875,0.95
"[{'sigma_u': 18.0, 'sigma_b': 0.19263326987699586, 'rho': 692.4471575164293, 'd': 0.733199851784972, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999834102, 'rho': 1179.133813796912, 'd': 0.7827636158616957, 'label': 1}]","({'Stressed Mean': 10.026060606060605, 'Stressed Variance': 368.3237905417815, 'Stressed Steady State Time': 13.638846183145073}, {'Normal Mean': 9.71781954887218, 'Normal Variance': 1100.314885471197, 'Normal Steady State Time': 12.775248871259329})",0.3099999999999999,0.9625,0.5125,0.875,0.5375,0.6375,0.45,0.9875,0.95
"[{'sigma_u': 18.0, 'sigma_b': 0.19263326987699586, 'rho': 692.4471575164293, 'd': 0.733199851784972, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999834102, 'rho': 1179.133813796912, 'd': 0.7827636158616957, 'label': 1}]","({'Stressed Mean': 10.026060606060605, 'Stressed Variance': 368.3237905417815, 'Stressed Steady State Time': 13.638846183145073}, {'Normal Mean': 9.71781954887218, 'Normal Variance': 1100.314885471197, 'Normal Steady State Time': 12.775248871259329})",0.3099999999999999,0.9625,0.5125,0.875,0.5375,0.6375,0.45,0.9875,0.95
"[{'sigma_u': 18.0, 'sigma_b': 0.1865250585145214, 'rho': 714.9321020924142, 'd': 0.7332503144371929, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999834102, 'rho': 1179.133813796912, 'd': 0.7827636158616957, 'label': 1}]","({'Stressed Mean': 9.867462121212121, 'Stressed Variance': 369.6924715894743, 'Stressed Steady State Time': 13.637907550950743}, {'Normal Mean': 9.611503759398497, 'Normal Variance': 1067.4328300695347, 'Normal Steady State Time': 12.775248871259329})",0.3199999999999999,0.8625,0.6125,0.95,0.55,0.6125,0.45,0.975,0.5375
"[{'sigma_u': 18.0, 'sigma_b': 0.1865250585145214, 'rho': 714.9321020924142, 'd': 0.7332503144371929, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999834102, 'rho': 1179.133813796912, 'd': 0.7827636158616957, 'label': 1}]","({'Stressed Mean': 9.776553030303031, 'Stressed Variance': 363.94223054264233, 'Stressed Steady State Time': 13.637907550950743}, {'Normal Mean': 9.71781954887218, 'Normal Variance': 1100.314885471197, 'Normal Steady State Time': 12.775248871259329})",0.3199999999999999,0.925,0.5875,0.925,0.5875,0.725,0.45,0.9875,0.75
"[{'sigma_u': 18.0, 'sigma_b': 0.1865250585145214, 'rho': 714.9321020924142, 'd': 0.7332503144371929, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999834102, 'rho': 1179.133813796912, 'd': 0.7827636158616957, 'label': 1}]","({'Stressed Mean': 9.776553030303031, 'Stressed Variance': 363.94223054264233, 'Stressed Steady State Time': 13.637907550950743}, {'Normal Mean': 9.71781954887218, 'Normal Variance': 1100.314885471197, 'Normal Steady State Time': 12.775248871259329})",0.3199999999999999,0.925,0.5875,0.925,0.5875,0.725,0.45,0.9875,0.75
"[{'sigma_u': 18.0, 'sigma_b': 0.1865250585145214, 'rho': 714.9321020924142, 'd': 0.7332503144371929, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999834102, 'rho': 1179.133813796912, 'd': 0.7827636158616957, 'label': 1}]","({'Stressed Mean': 9.776553030303031, 'Stressed Variance': 363.94223054264233, 'Stressed Steady State Time': 13.637907550950743}, {'Normal Mean': 9.71781954887218, 'Normal Variance': 1100.314885471197, 'Normal Steady State Time': 12.775248871259329})",0.3199999999999999,0.925,0.5875,0.925,0.5875,0.725,0.45,0.9875,0.75
"[{'sigma_u': 18.0, 'sigma_b': 0.1865250585145214, 'rho': 714.9321020924142, 'd': 0.7332503144371929, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999834102, 'rho': 1179.133813796912, 'd': 0.7827636158616957, 'label': 1}]","({'Stressed Mean': 9.776553030303031, 'Stressed Variance': 363.94223054264233, 'Stressed Steady State Time': 13.637907550950743}, {'Normal Mean': 9.71781954887218, 'Normal Variance': 1100.314885471197, 'Normal Steady State Time': 12.775248871259329})",0.3199999999999999,0.925,0.5875,0.925,0.5875,0.725,0.45,0.9875,0.75
"[{'sigma_u': 18.0, 'sigma_b': 0.1865250585145214, 'rho': 714.9321020924142, 'd': 0.7332503144371929, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999834102, 'rho': 1179.133813796912, 'd': 0.7827636158616957, 'label': 1}]","({'Stressed Mean': 9.776553030303031, 'Stressed Variance': 363.94223054264233, 'Stressed Steady State Time': 13.637907550950743}, {'Normal Mean': 9.71781954887218, 'Normal Variance': 1100.314885471197, 'Normal Steady State Time': 12.775248871259329})",0.3199999999999999,0.925,0.5875,0.925,0.5875,0.725,0.45,0.9875,0.75
"[{'sigma_u': 18.0, 'sigma_b': 0.1865250585145214, 'rho': 714.9321020924142, 'd': 0.7332503144371929, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999834102, 'rho': 1179.133813796912, 'd': 0.7827636158616957, 'label': 1}]","({'Stressed Mean': 9.776553030303031, 'Stressed Variance': 363.94223054264233, 'Stressed Steady State Time': 13.637907550950743}, {'Normal Mean': 9.71781954887218, 'Normal Variance': 1100.314885471197, 'Normal Steady State Time': 12.775248871259329})",0.3199999999999999,0.925,0.5875,0.925,0.5875,0.725,0.45,0.9875,0.75
"[{'sigma_u': 18.0, 'sigma_b': 0.1865250585145214, 'rho': 714.9321020924142, 'd': 0.7332503144371929, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999834102, 'rho': 1179.133813796912, 'd': 0.7827636158616957, 'label': 1}]","({'Stressed Mean': 9.776553030303031, 'Stressed Variance': 363.94223054264233, 'Stressed Steady State Time': 13.637907550950743}, {'Normal Mean': 9.71781954887218, 'Normal Variance': 1100.314885471197, 'Normal Steady State Time': 12.775248871259329})",0.3199999999999999,0.925,0.5875,0.925,0.5875,0.725,0.45,0.9875,0.75
"[{'sigma_u': 18.0, 'sigma_b': 0.1865250585145214, 'rho': 714.9321020924142, 'd': 0.7332503144371929, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999834102, 'rho': 1179.133813796912, 'd': 0.7827636158616957, 'label': 1}]","({'Stressed Mean': 9.776553030303031, 'Stressed Variance': 363.94223054264233, 'Stressed Steady State Time': 13.637907550950743}, {'Normal Mean': 9.71781954887218, 'Normal Variance': 1100.314885471197, 'Normal Steady State Time': 12.775248871259329})",0.3199999999999999,0.925,0.5875,0.925,0.5875,0.725,0.45,0.9875,0.75
"[{'sigma_u': 18.0, 'sigma_b': 0.1865250585145214, 'rho': 714.9321020924142, 'd': 0.7332503144371929, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999834102, 'rho': 1179.133813796912, 'd': 0.7827636158616957, 'label': 1}]","({'Stressed Mean': 9.776553030303031, 'Stressed Variance': 363.94223054264233, 'Stressed Steady State Time': 13.637907550950743}, {'Normal Mean': 9.71781954887218, 'Normal Variance': 1100.314885471197, 'Normal Steady State Time': 12.775248871259329})",0.3199999999999999,0.925,0.5875,0.925,0.5875,0.725,0.45,0.9875,0.75
"[{'sigma_u': 18.0, 'sigma_b': 0.18079236860937328, 'rho': 737.4168557104923, 'd': 0.7332977424384659, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999834102, 'rho': 1179.133813796912, 'd': 0.7827636158616957, 'label': 1}]","({'Stressed Mean': 9.885340909090909, 'Stressed Variance': 378.9230275352961, 'Stressed Steady State Time': 13.637025482645805}, {'Normal Mean': 9.611503759398497, 'Normal Variance': 1067.4328300695347, 'Normal Steady State Time': 12.775248871259329})",0.3299999999999998,0.875,0.5125,0.875,0.45,0.6125,0.45,0.9875,0.9125
"[{'sigma_u': 18.0, 'sigma_b': 0.18079236860937328, 'rho': 737.4168557104923, 'd': 0.7332977424384659, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999834102, 'rho': 1179.133813796912, 'd': 0.7827636158616957, 'label': 1}]","({'Stressed Mean': 9.728219696969697, 'Stressed Variance': 369.9650369820362, 'Stressed Steady State Time': 13.637025482645805}, {'Normal Mean': 9.71781954887218, 'Normal Variance': 1100.314885471197, 'Normal Steady State Time': 12.775248871259329})",0.3299999999999998,0.95,0.5625,0.9125,0.625,0.6375,0.45,0.975,0.9375
"[{'sigma_u': 18.0, 'sigma_b': 0.18079236860937328, 'rho': 737.4168557104923, 'd': 0.7332977424384659, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999834102, 'rho': 1179.133813796912, 'd': 0.7827636158616957, 'label': 1}]","({'Stressed Mean': 9.728219696969697, 'Stressed Variance': 369.9650369820362, 'Stressed Steady State Time': 13.637025482645805}, {'Normal Mean': 9.71781954887218, 'Normal Variance': 1100.314885471197, 'Normal Steady State Time': 12.775248871259329})",0.3299999999999998,0.95,0.5625,0.9125,0.625,0.6375,0.45,0.975,0.9375
"[{'sigma_u': 18.0, 'sigma_b': 0.18079236860937328, 'rho': 737.4168557104923, 'd': 0.7332977424384659, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999834102, 'rho': 1179.133813796912, 'd': 0.7827636158616957, 'label': 1}]","({'Stressed Mean': 9.728219696969697, 'Stressed Variance': 369.9650369820362, 'Stressed Steady State Time': 13.637025482645805}, {'Normal Mean': 9.71781954887218, 'Normal Variance': 1100.314885471197, 'Normal Steady State Time': 12.775248871259329})",0.3299999999999998,0.95,0.5625,0.9125,0.625,0.6375,0.45,0.975,0.9375
"[{'sigma_u': 18.0, 'sigma_b': 0.18079236860937328, 'rho': 737.4168557104923, 'd': 0.7332977424384659, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999834102, 'rho': 1179.133813796912, 'd': 0.7827636158616957, 'label': 1}]","({'Stressed Mean': 9.728219696969697, 'Stressed Variance': 369.9650369820362, 'Stressed Steady State Time': 13.637025482645805}, {'Normal Mean': 9.71781954887218, 'Normal Variance': 1100.314885471197, 'Normal Steady State Time': 12.775248871259329})",0.3299999999999998,0.95,0.5625,0.9125,0.625,0.6375,0.45,0.975,0.9375
"[{'sigma_u': 18.0, 'sigma_b': 0.18079236860937328, 'rho': 737.4168557104923, 'd': 0.7332977424384659, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999834102, 'rho': 1179.133813796912, 'd': 0.7827636158616957, 'label': 1}]","({'Stressed Mean': 9.728219696969697, 'Stressed Variance': 369.9650369820362, 'Stressed Steady State Time': 13.637025482645805}, {'Normal Mean': 9.71781954887218, 'Normal Variance': 1100.314885471197, 'Normal Steady State Time': 12.775248871259329})",0.3299999999999998,0.95,0.5625,0.9125,0.625,0.6375,0.45,0.975,0.9375
"[{'sigma_u': 18.0, 'sigma_b': 0.18079236860937328, 'rho': 737.4168557104923, 'd': 0.7332977424384659, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999834102, 'rho': 1179.133813796912, 'd': 0.7827636158616957, 'label': 1}]","({'Stressed Mean': 9.728219696969697, 'Stressed Variance': 369.9650369820362, 'Stressed Steady State Time': 13.637025482645805}, {'Normal Mean': 9.71781954887218, 'Normal Variance': 1100.314885471197, 'Normal Steady State Time': 12.775248871259329})",0.3299999999999998,0.95,0.5625,0.9125,0.625,0.6375,0.45,0.975,0.9375
"[{'sigma_u': 18.0, 'sigma_b': 0.18079236860937328, 'rho': 737.4168557104923, 'd': 0.7332977424384659, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999834102, 'rho': 1179.133813796912, 'd': 0.7827636158616957, 'label': 1}]","({'Stressed Mean': 9.728219696969697, 'Stressed Variance': 369.9650369820362, 'Stressed Steady State Time': 13.637025482645805}, {'Normal Mean': 9.71781954887218, 'Normal Variance': 1100.314885471197, 'Normal Steady State Time': 12.775248871259329})",0.3299999999999998,0.95,0.5625,0.9125,0.625,0.6375,0.45,0.975,0.9375
