Parameter Sets,Stats,Variance Ratio,SVM (rbf) Accuracy,SVM (linear) Accuracy,Random Forest Accuracy,Logistic Regression Accuracy,MLP Accuracy,Random Classifier Accuracy
"[{'sigma_u': 18.0, 'sigma_b': 0.01, 'rho': 8461.38900374650, 'd': 1.0, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.02, 'rho': 2321.54778054067, 'd': 1.0, 'label': 1}]","({'Stressed Mean': 4.7430970149253735, 'Stressed Variance': 1924.0833665279015, 'Stressed Steady State Time': 10.0}, {'Normal Mean': 5.651380597014925, 'Normal Variance': 1473.431039138728, 'Normal Steady State Time': 10.0})",1.7499999999999993,0.625,0.5875,0.6625,0.575,0.65,0.475
"[{'sigma_u': 18.0, 'sigma_b': 0.01, 'rho': 8461.38900374650, 'd': 1.0, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.02, 'rho': 2321.54778054067, 'd': 1.0, 'label': 1}]","({'Stressed Mean': 5.233805970149254, 'Stressed Variance': 2657.9966034250383, 'Stressed Steady State Time': 10.0}, {'Normal Mean': 5.002276119402985, 'Normal Variance': 1227.5778679536088, 'Normal Steady State Time': 10.0})",1.7499999999999993,0.6,0.6,0.5875,0.575,0.5625,0.4625
"[{'sigma_u': 18.0, 'sigma_b': 0.01, 'rho': 8461.38900374650, 'd': 1.0, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.02, 'rho': 2321.54778054067, 'd': 1.0, 'label': 1}]","({'Stressed Mean': 4.9133582089552235, 'Stressed Variance': 2061.502791707507, 'Stressed Steady State Time': 10.0}, {'Normal Mean': 5.6450746268656715, 'Normal Variance': 1482.2662667854756, 'Normal Steady State Time': 10.0})",1.7499999999999993,0.5875,0.55,0.575,0.575,0.6125,0.4375
"[{'sigma_u': 18.0, 'sigma_b': 0.01, 'rho': 8461.38900374650, 'd': 1.0, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.02, 'rho': 2321.54778054067, 'd': 1.0, 'label': 1}]","({'Stressed Mean': 5.246305970149254, 'Stressed Variance': 2639.342803518323, 'Stressed Steady State Time': 10.0}, {'Normal Mean': 4.879179104477612, 'Normal Variance': 1181.9785366395633, 'Normal Steady State Time': 10.0})",1.7499999999999993,0.6125,0.475,0.6,0.55,0.55,0.4375
"[{'sigma_u': 18.0, 'sigma_b': 0.01, 'rho': 8461.38900374650, 'd': 1.0, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.02, 'rho': 2321.54778054067, 'd': 1.0, 'label': 1}]","({'Stressed Mean': 4.80884328358209, 'Stressed Variance': 1979.1367053784252, 'Stressed Steady State Time': 10.0}, {'Normal Mean': 5.711455223880597, 'Normal Variance': 1491.395883703219, 'Normal Steady State Time': 10.0})",1.7499999999999993,0.575,0.55,0.6625,0.55,0.6,0.375
"[{'sigma_u': 18.0, 'sigma_b': 0.01, 'rho': 8461.38900374650, 'd': 1.0, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.02, 'rho': 2321.54778054067, 'd': 1.0, 'label': 1}]","({'Stressed Mean': 5.2658582089552235, 'Stressed Variance': 2651.5699537410896, 'Stressed Steady State Time': 10.0}, {'Normal Mean': 4.833544776119403, 'Normal Variance': 1183.5165837032189, 'Normal Steady State Time': 10.0})",1.7499999999999993,0.65,0.5125,0.6375,0.5125,0.55,0.525
"[{'sigma_u': 18.0, 'sigma_b': 0.01, 'rho': 8461.38900374650, 'd': 1.0, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.02, 'rho': 2321.54778054067, 'd': 1.0, 'label': 1}]","({'Stressed Mean': 4.833358208955224, 'Stressed Variance': 1990.5502155881045, 'Stressed Steady State Time': 10.0}, {'Normal Mean': 5.647350746268657, 'Normal Variance': 1475.2733623844395, 'Normal Steady State Time': 10.0})",1.7499999999999993,0.5875,0.5,0.5875,0.5,0.5875,0.5375
"[{'sigma_u': 18.0, 'sigma_b': 0.01, 'rho': 8461.38900374650, 'd': 1.0, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.02, 'rho': 2321.54778054067, 'd': 1.0, 'label': 1}]","({'Stressed Mean': 5.314962686567164, 'Stressed Variance': 2691.0367313418915, 'Stressed Steady State Time': 10.0}, {'Normal Mean': 4.955149253731343, 'Normal Variance': 1204.5701525896636, 'Normal Steady State Time': 10.0})",1.7499999999999993,0.6,0.6375,0.625,0.6625,0.65,0.4625
"[{'sigma_u': 18.0, 'sigma_b': 0.01, 'rho': 8461.38900374650, 'd': 1.0, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.02, 'rho': 2321.54778054067, 'd': 1.0, 'label': 1}]","({'Stressed Mean': 4.76, 'Stressed Variance': 2126.739041791045, 'Stressed Steady State Time': 10.0}, {'Normal Mean': 5.5960447761194025, 'Normal Variance': 1479.9507007741145, 'Normal Steady State Time': 10.0})",1.7499999999999993,0.6,0.5625,0.6,0.6,0.4875,0.4125
"[{'sigma_u': 18.0, 'sigma_b': 0.01, 'rho': 8461.38900374650, 'd': 1.0, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.02, 'rho': 2321.54778054067, 'd': 1.0, 'label': 1}]","({'Stressed Mean': 5.093432835820895, 'Stressed Variance': 2618.6141061260864, 'Stressed Steady State Time': 10.0}, {'Normal Mean': 4.861791044776119, 'Normal Variance': 1183.043137090666, 'Normal Steady State Time': 10.0})",1.7499999999999993,0.6125,0.6,0.65,0.55,0.5875,0.55
"[{'sigma_u': 18.0, 'sigma_b': 0.01, 'rho': 8485.64530483425, 'd': 1.0, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.02, 'rho': 2321.54778054067, 'd': 1.0, 'label': 1}]","({'Stressed Mean': 4.663955223880597, 'Stressed Variance': 1778.575730624861, 'Stressed Steady State Time': 10.0}, {'Normal Mean': 5.687126865671642, 'Normal Variance': 1491.5038641331591, 'Normal Steady State Time': 10.0})",1.7599999999999993,0.5875,0.55,0.7125,0.5875,0.55,0.5375
"[{'sigma_u': 18.0, 'sigma_b': 0.01, 'rho': 8485.64530483425, 'd': 1.0, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.02, 'rho': 2321.54778054067, 'd': 1.0, 'label': 1}]","({'Stressed Mean': 5.703582089552238, 'Stressed Variance': 2979.8810916462467, 'Stressed Steady State Time': 10.0}, {'Normal Mean': 4.911380597014926, 'Normal Variance': 1192.1876316760415, 'Normal Steady State Time': 10.0})",1.7599999999999993,0.575,0.5,0.5125,0.5625,0.5375,0.5375
"[{'sigma_u': 18.0, 'sigma_b': 0.01, 'rho': 8485.64530483425, 'd': 1.0, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.02, 'rho': 2321.54778054067, 'd': 1.0, 'label': 1}]","({'Stressed Mean': 4.879776119402985, 'Stressed Variance': 1958.7693521886836, 'Stressed Steady State Time': 10.0}, {'Normal Mean': 5.665746268656717, 'Normal Variance': 1486.6592445923368, 'Normal Steady State Time': 10.0})",1.7599999999999993,0.625,0.6125,0.6625,0.5875,0.5875,0.5375
"[{'sigma_u': 18.0, 'sigma_b': 0.01, 'rho': 8485.64530483425, 'd': 1.0, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.02, 'rho': 2321.54778054067, 'd': 1.0, 'label': 1}]","({'Stressed Mean': 5.651716417910448, 'Stressed Variance': 2931.2626537703272, 'Stressed Steady State Time': 10.0}, {'Normal Mean': 4.9707835820895525, 'Normal Variance': 1221.7724672964466, 'Normal Steady State Time': 10.0})",1.7599999999999993,0.5875,0.5625,0.625,0.5875,0.475,0.475
"[{'sigma_u': 18.0, 'sigma_b': 0.01, 'rho': 8485.64530483425, 'd': 1.0, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.02, 'rho': 2321.54778054067, 'd': 1.0, 'label': 1}]","({'Stressed Mean': 5.071940298507463, 'Stressed Variance': 2006.4716156382267, 'Stressed Steady State Time': 10.0}, {'Normal Mean': 5.659664179104477, 'Normal Variance': 1487.9118954096123, 'Normal Steady State Time': 10.0})",1.7599999999999993,0.55,0.625,0.525,0.65,0.575,0.5125
"[{'sigma_u': 18.0, 'sigma_b': 0.01, 'rho': 8485.64530483425, 'd': 1.0, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.02, 'rho': 2321.54778054067, 'd': 1.0, 'label': 1}]","({'Stressed Mean': 5.369888059701492, 'Stressed Variance': 2800.1977723755294, 'Stressed Steady State Time': 10.0}, {'Normal Mean': 4.837276119402985, 'Normal Variance': 1172.5149015356983, 'Normal Steady State Time': 10.0})",1.7599999999999993,0.5,0.525,0.6,0.5,0.5375,0.5875
"[{'sigma_u': 18.0, 'sigma_b': 0.01, 'rho': 8485.64530483425, 'd': 1.0, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.02, 'rho': 2321.54778054067, 'd': 1.0, 'label': 1}]","({'Stressed Mean': 4.8055970149253735, 'Stressed Variance': 1916.9119835987972, 'Stressed Steady State Time': 10.0}, {'Normal Mean': 5.747276119402985, 'Normal Variance': 1503.74236198346, 'Normal Steady State Time': 10.0})",1.7599999999999993,0.625,0.55,0.65,0.625,0.6125,0.425
"[{'sigma_u': 18.0, 'sigma_b': 0.01, 'rho': 8485.64530483425, 'd': 1.0, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.02, 'rho': 2321.54778054067, 'd': 1.0, 'label': 1}]","({'Stressed Mean': 5.405298507462686, 'Stressed Variance': 2851.4539420750725, 'Stressed Steady State Time': 10.0}, {'Normal Mean': 4.992201492537314, 'Normal Variance': 1227.78728992955, 'Normal Steady State Time': 10.0})",1.7599999999999993,0.525,0.5625,0.5375,0.525,0.475,0.6
"[{'sigma_u': 18.0, 'sigma_b': 0.01, 'rho': 8485.64530483425, 'd': 1.0, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.02, 'rho': 2321.54778054067, 'd': 1.0, 'label': 1}]","({'Stressed Mean': 4.695410447761194, 'Stressed Variance': 1793.3866655031738, 'Stressed Steady State Time': 10.0}, {'Normal Mean': 5.738171641791045, 'Normal Variance': 1491.2883488959123, 'Normal Steady State Time': 10.0})",1.7599999999999993,0.5875,0.5375,0.7,0.65,0.6,0.5625
"[{'sigma_u': 18.0, 'sigma_b': 0.01, 'rho': 8485.64530483425, 'd': 1.0, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.02, 'rho': 2321.54778054067, 'd': 1.0, 'label': 1}]","({'Stressed Mean': 5.414365671641791, 'Stressed Variance': 2818.8631145230006, 'Stressed Steady State Time': 10.0}, {'Normal Mean': 4.911305970149254, 'Normal Variance': 1188.7779915780243, 'Normal Steady State Time': 10.0})",1.7599999999999993,0.625,0.55,0.625,0.55,0.5125,0.4375
"[{'sigma_u': 18.0, 'sigma_b': 0.01, 'rho': 8509.83246639961, 'd': 1.0, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.02, 'rho': 2321.54778054067, 'd': 1.0, 'label': 1}]","({'Stressed Mean': 4.811492537313433, 'Stressed Variance': 2165.5053604588993, 'Stressed Steady State Time': 10.0}, {'Normal Mean': 5.589029850746269, 'Normal Variance': 1479.029536372243, 'Normal Steady State Time': 10.0})",1.7699999999999994,0.5875,0.6,0.6,0.525,0.525,0.5
"[{'sigma_u': 18.0, 'sigma_b': 0.01, 'rho': 8509.83246639961, 'd': 1.0, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.02, 'rho': 2321.54778054067, 'd': 1.0, 'label': 1}]","({'Stressed Mean': 4.777164179104478, 'Stressed Variance': 2075.8299710625975, 'Stressed Steady State Time': 10.0}, {'Normal Mean': 4.889589552238806, 'Normal Variance': 1190.2218766972042, 'Normal Steady State Time': 10.0})",1.7699999999999994,0.6,0.5875,0.6625,0.5625,0.6,0.4375
"[{'sigma_u': 18.0, 'sigma_b': 0.01, 'rho': 8509.83246639961, 'd': 1.0, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.02, 'rho': 2321.54778054067, 'd': 1.0, 'label': 1}]","({'Stressed Mean': 4.964253731343284, 'Stressed Variance': 2242.8468565326352, 'Stressed Steady State Time': 10.0}, {'Normal Mean': 5.6893283582089555, 'Normal Variance': 1492.3854980563597, 'Normal Steady State Time': 10.0})",1.7699999999999994,0.6,0.5875,0.6375,0.55,0.5625,0.55
"[{'sigma_u': 18.0, 'sigma_b': 0.01, 'rho': 8509.83246639961, 'd': 1.0, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.02, 'rho': 2321.54778054067, 'd': 1.0, 'label': 1}]","({'Stressed Mean': 4.809514925373135, 'Stressed Variance': 2103.969722899031, 'Stressed Steady State Time': 10.0}, {'Normal Mean': 4.830037313432836, 'Normal Variance': 1168.9990604463692, 'Normal Steady State Time': 10.0})",1.7699999999999994,0.5625,0.4625,0.625,0.525,0.575,0.5375
"[{'sigma_u': 18.0, 'sigma_b': 0.01, 'rho': 8509.83246639961, 'd': 1.0, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.02, 'rho': 2321.54778054067, 'd': 1.0, 'label': 1}]","({'Stressed Mean': 4.725932835820895, 'Stressed Variance': 2011.7390289805635, 'Stressed Steady State Time': 10.0}, {'Normal Mean': 5.700111940298507, 'Normal Variance': 1489.477268644186, 'Normal Steady State Time': 10.0})",1.7699999999999994,0.6,0.6,0.675,0.575,0.6125,0.5375
"[{'sigma_u': 18.0, 'sigma_b': 0.01, 'rho': 8509.83246639961, 'd': 1.0, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.02, 'rho': 2321.54778054067, 'd': 1.0, 'label': 1}]","({'Stressed Mean': 4.683694029850746, 'Stressed Variance': 2015.6996147123525, 'Stressed Steady State Time': 10.0}, {'Normal Mean': 5.009477611940299, 'Normal Variance': 1219.4606564435283, 'Normal Steady State Time': 10.0})",1.7699999999999994,0.6375,0.5375,0.55,0.5875,0.6125,0.475
"[{'sigma_u': 18.0, 'sigma_b': 0.01, 'rho': 8509.83246639961, 'd': 1.0, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.02, 'rho': 2321.54778054067, 'd': 1.0, 'label': 1}]","({'Stressed Mean': 4.682873134328358, 'Stressed Variance': 1995.3463335361434, 'Stressed Steady State Time': 10.0}, {'Normal Mean': 5.657201492537314, 'Normal Variance': 1486.295511571341, 'Normal Steady State Time': 10.0})",1.7699999999999994,0.675,0.575,0.6625,0.6375,0.5625,0.4625
"[{'sigma_u': 18.0, 'sigma_b': 0.01, 'rho': 8509.83246639961, 'd': 1.0, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.02, 'rho': 2321.54778054067, 'd': 1.0, 'label': 1}]","({'Stressed Mean': 4.556753731343283, 'Stressed Variance': 1966.9005849841274, 'Stressed Steady State Time': 10.0}, {'Normal Mean': 4.956902985074627, 'Normal Variance': 1204.6175083189464, 'Normal Steady State Time': 10.0})",1.7699999999999994,0.6375,0.625,0.6375,0.5875,0.5125,0.425
"[{'sigma_u': 18.0, 'sigma_b': 0.01, 'rho': 8509.83246639961, 'd': 1.0, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.02, 'rho': 2321.54778054067, 'd': 1.0, 'label': 1}]","({'Stressed Mean': 4.927686567164179, 'Stressed Variance': 2209.113875245044, 'Stressed Steady State Time': 10.0}, {'Normal Mean': 5.701529850746269, 'Normal Variance': 1492.230057361049, 'Normal Steady State Time': 10.0})",1.7699999999999994,0.6,0.5125,0.7,0.5625,0.6375,0.4375
"[{'sigma_u': 18.0, 'sigma_b': 0.01, 'rho': 8509.83246639961, 'd': 1.0, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.02, 'rho': 2321.54778054067, 'd': 1.0, 'label': 1}]","({'Stressed Mean': 4.577574626865672, 'Stressed Variance': 1984.1200269533858, 'Stressed Steady State Time': 10.0}, {'Normal Mean': 5.008358208955224, 'Normal Variance': 1222.3597062597462, 'Normal Steady State Time': 10.0})",1.7699999999999994,0.5,0.5375,0.55,0.55,0.55,0.4875
"[{'sigma_u': 18.0, 'sigma_b': 0.01, 'rho': 8533.95107631408, 'd': 1.0, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.02, 'rho': 2321.54778054067, 'd': 1.0, 'label': 1}]","({'Stressed Mean': 5.8417537313432835, 'Stressed Variance': 2785.8479058796506, 'Stressed Steady State Time': 10.0}, {'Normal Mean': 5.643059701492537, 'Normal Variance': 1482.785429444197, 'Normal Steady State Time': 10.0})",1.7799999999999994,0.65,0.6,0.675,0.5625,0.5125,0.4625
"[{'sigma_u': 18.0, 'sigma_b': 0.01, 'rho': 8533.95107631408, 'd': 1.0, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.02, 'rho': 2321.54778054067, 'd': 1.0, 'label': 1}]","({'Stressed Mean': 4.520783582089552, 'Stressed Variance': 2240.489269535253, 'Stressed Steady State Time': 10.0}, {'Normal Mean': 4.826417910447761, 'Normal Variance': 1170.6586752283358, 'Normal Steady State Time': 10.0})",1.7799999999999994,0.675,0.5375,0.5375,0.5375,0.5625,0.5
"[{'sigma_u': 18.0, 'sigma_b': 0.01, 'rho': 8533.95107631408, 'd': 1.0, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.02, 'rho': 2321.54778054067, 'd': 1.0, 'label': 1}]","({'Stressed Mean': 5.765970149253731, 'Stressed Variance': 2746.045976297617, 'Stressed Steady State Time': 10.0}, {'Normal Mean': 5.59365671641791, 'Normal Variance': 1463.0604821508134, 'Normal Steady State Time': 10.0})",1.7799999999999994,0.6,0.5625,0.5875,0.6,0.6,0.5
"[{'sigma_u': 18.0, 'sigma_b': 0.01, 'rho': 8533.95107631408, 'd': 1.0, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.02, 'rho': 2321.54778054067, 'd': 1.0, 'label': 1}]","({'Stressed Mean': 4.556455223880597, 'Stressed Variance': 2216.0613650465025, 'Stressed Steady State Time': 10.0}, {'Normal Mean': 4.8686194029850745, 'Normal Variance': 1191.53210481037, 'Normal Steady State Time': 10.0})",1.7799999999999994,0.6875,0.5625,0.5625,0.5875,0.575,0.55
"[{'sigma_u': 18.0, 'sigma_b': 0.01, 'rho': 8533.95107631408, 'd': 1.0, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.02, 'rho': 2321.54778054067, 'd': 1.0, 'label': 1}]","({'Stressed Mean': 5.631156716417911, 'Stressed Variance': 2570.949066572455, 'Stressed Steady State Time': 10.0}, {'Normal Mean': 5.6805223880597016, 'Normal Variance': 1481.3542773390511, 'Normal Steady State Time': 10.0})",1.7799999999999994,0.575,0.625,0.5875,0.6,0.5375,0.5625
"[{'sigma_u': 18.0, 'sigma_b': 0.01, 'rho': 8533.95107631408, 'd': 1.0, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.02, 'rho': 2321.54778054067, 'd': 1.0, 'label': 1}]","({'Stressed Mean': 4.57660447761194, 'Stressed Variance': 2241.2987586196814, 'Stressed Steady State Time': 10.0}, {'Normal Mean': 5.026007462686567, 'Normal Variance': 1230.108763910392, 'Normal Steady State Time': 10.0})",1.7799999999999994,0.575,0.5875,0.55,0.5875,0.625,0.4125
"[{'sigma_u': 18.0, 'sigma_b': 0.01, 'rho': 8533.95107631408, 'd': 1.0, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.02, 'rho': 2321.54778054067, 'd': 1.0, 'label': 1}]","({'Stressed Mean': 5.954216417910448, 'Stressed Variance': 2783.49144863973, 'Stressed Steady State Time': 10.0}, {'Normal Mean': 5.71044776119403, 'Normal Variance': 1493.236308754734, 'Normal Steady State Time': 10.0})",1.7799999999999994,0.6125,0.5375,0.625,0.525,0.65,0.525
"[{'sigma_u': 18.0, 'sigma_b': 0.01, 'rho': 8533.95107631408, 'd': 1.0, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.02, 'rho': 2321.54778054067, 'd': 1.0, 'label': 1}]","({'Stressed Mean': 4.538246268656716, 'Stressed Variance': 2188.526671551292, 'Stressed Steady State Time': 10.0}, {'Normal Mean': 4.986082089552239, 'Normal Variance': 1229.3853659932613, 'Normal Steady State Time': 10.0})",1.7799999999999994,0.5875,0.5625,0.575,0.55,0.5625,0.475
"[{'sigma_u': 18.0, 'sigma_b': 0.01, 'rho': 8533.95107631408, 'd': 1.0, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.02, 'rho': 2321.54778054067, 'd': 1.0, 'label': 1}]","({'Stressed Mean': 5.851044776119403, 'Stressed Variance': 2710.722886968145, 'Stressed Steady State Time': 10.0}, {'Normal Mean': 5.684104477611941, 'Normal Variance': 1487.2855831532634, 'Normal Steady State Time': 10.0})",1.7799999999999994,0.5125,0.5375,0.575,0.55,0.5375,0.4875
"[{'sigma_u': 18.0, 'sigma_b': 0.01, 'rho': 8533.95107631408, 'd': 1.0, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.02, 'rho': 2321.54778054067, 'd': 1.0, 'label': 1}]","({'Stressed Mean': 4.58044776119403, 'Stressed Variance': 2219.561214724883, 'Stressed Steady State Time': 10.0}, {'Normal Mean': 4.973059701492537, 'Normal Variance': 1214.645692130764, 'Normal Steady State Time': 10.0})",1.7799999999999994,0.55,0.6,0.575,0.575,0.6125,0.475
"[{'sigma_u': 18.0, 'sigma_b': 0.01, 'rho': 8558.00171416526, 'd': 1.0, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.02, 'rho': 2321.54778054067, 'd': 1.0, 'label': 1}]","({'Stressed Mean': 5.482014925373134, 'Stressed Variance': 2470.4095272833597, 'Stressed Steady State Time': 10.0}, {'Normal Mean': 5.62410447761194, 'Normal Variance': 1474.1472846458007, 'Normal Steady State Time': 10.0})",1.7899999999999991,0.625,0.5875,0.6,0.6,0.575,0.5375
"[{'sigma_u': 18.0, 'sigma_b': 0.01, 'rho': 8558.00171416526, 'd': 1.0, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.02, 'rho': 2321.54778054067, 'd': 1.0, 'label': 1}]","({'Stressed Mean': 4.755298507462687, 'Stressed Variance': 2322.261016701938, 'Stressed Steady State Time': 10.0}, {'Normal Mean': 4.947873134328359, 'Normal Variance': 1213.4779171182336, 'Normal Steady State Time': 10.0})",1.7899999999999991,0.6125,0.5625,0.625,0.575,0.5375,0.5125
"[{'sigma_u': 18.0, 'sigma_b': 0.01, 'rho': 8558.00171416526, 'd': 1.0, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.02, 'rho': 2321.54778054067, 'd': 1.0, 'label': 1}]","({'Stressed Mean': 5.313694029850747, 'Stressed Variance': 2386.840588592949, 'Stressed Steady State Time': 10.0}, {'Normal Mean': 5.696828358208955, 'Normal Variance': 1484.5840197914347, 'Normal Steady State Time': 10.0})",1.7899999999999991,0.625,0.6125,0.675,0.6375,0.5875,0.5625
"[{'sigma_u': 18.0, 'sigma_b': 0.01, 'rho': 8558.00171416526, 'd': 1.0, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.02, 'rho': 2321.54778054067, 'd': 1.0, 'label': 1}]","({'Stressed Mean': 4.657873134328359, 'Stressed Variance': 2150.873732789875, 'Stressed Steady State Time': 10.0}, {'Normal Mean': 4.982761194029851, 'Normal Variance': 1211.395075957897, 'Normal Steady State Time': 10.0})",1.7899999999999991,0.55,0.6125,0.5625,0.525,0.55,0.5
"[{'sigma_u': 18.0, 'sigma_b': 0.01, 'rho': 8558.00171416526, 'd': 1.0, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.02, 'rho': 2321.54778054067, 'd': 1.0, 'label': 1}]","({'Stressed Mean': 5.424216417910448, 'Stressed Variance': 2513.513809087492, 'Stressed Steady State Time': 10.0}, {'Normal Mean': 5.724328358208955, 'Normal Variance': 1482.0806469369575, 'Normal Steady State Time': 10.0})",1.7899999999999991,0.6,0.6125,0.6125,0.6375,0.6375,0.4625
"[{'sigma_u': 18.0, 'sigma_b': 0.01, 'rho': 8558.00171416526, 'd': 1.0, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.02, 'rho': 2321.54778054067, 'd': 1.0, 'label': 1}]","({'Stressed Mean': 4.802985074626866, 'Stressed Variance': 2322.9532000445533, 'Stressed Steady State Time': 10.0}, {'Normal Mean': 4.942686567164179, 'Normal Variance': 1218.6449241256403, 'Normal Steady State Time': 10.0})",1.7899999999999991,0.6125,0.5125,0.575,0.575,0.55,0.55
"[{'sigma_u': 18.0, 'sigma_b': 0.01, 'rho': 8558.00171416526, 'd': 1.0, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.02, 'rho': 2321.54778054067, 'd': 1.0, 'label': 1}]","({'Stressed Mean': 5.425932835820896, 'Stressed Variance': 2515.9023498760857, 'Stressed Steady State Time': 10.0}, {'Normal Mean': 5.709216417910448, 'Normal Variance': 1487.2992135651036, 'Normal Steady State Time': 10.0})",1.7899999999999991,0.625,0.5375,0.625,0.5625,0.5875,0.4625
"[{'sigma_u': 18.0, 'sigma_b': 0.01, 'rho': 8558.00171416526, 'd': 1.0, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.02, 'rho': 2321.54778054067, 'd': 1.0, 'label': 1}]","({'Stressed Mean': 4.75134328358209, 'Stressed Variance': 2271.2660802851415, 'Stressed Steady State Time': 10.0}, {'Normal Mean': 4.7077611940298505, 'Normal Variance': 1135.6510890175987, 'Normal Steady State Time': 10.0})",1.7899999999999991,0.5625,0.5625,0.6125,0.575,0.5125,0.5125
"[{'sigma_u': 18.0, 'sigma_b': 0.01, 'rho': 8558.00171416526, 'd': 1.0, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.02, 'rho': 2321.54778054067, 'd': 1.0, 'label': 1}]","({'Stressed Mean': 5.440223880597015, 'Stressed Variance': 2513.5865760692805, 'Stressed Steady State Time': 10.0}, {'Normal Mean': 5.649402985074627, 'Normal Variance': 1475.2118578525285, 'Normal Steady State Time': 10.0})",1.7899999999999991,0.5375,0.6125,0.6875,0.675,0.675,0.45
"[{'sigma_u': 18.0, 'sigma_b': 0.01, 'rho': 8558.00171416526, 'd': 1.0, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.02, 'rho': 2321.54778054067, 'd': 1.0, 'label': 1}]","({'Stressed Mean': 4.656716417910448, 'Stressed Variance': 2186.5078280240587, 'Stressed Steady State Time': 10.0}, {'Normal Mean': 4.963283582089552, 'Normal Variance': 1217.7549205613723, 'Normal Steady State Time': 10.0})",1.7899999999999991,0.5875,0.5125,0.6125,0.5,0.5125,0.45
"[{'sigma_u': 18.0, 'sigma_b': 0.01, 'rho': 8581.98495141939, 'd': 1.0, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.02, 'rho': 2321.54778054067, 'd': 1.0, 'label': 1}]","({'Stressed Mean': 5.44115671641791, 'Stressed Variance': 2722.9849703037985, 'Stressed Steady State Time': 10.0}, {'Normal Mean': 5.6925, 'Normal Variance': 1488.2707795708955, 'Normal Steady State Time': 10.0})",1.7999999999999992,0.5625,0.65,0.6375,0.675,0.6375,0.5
"[{'sigma_u': 18.0, 'sigma_b': 0.01, 'rho': 8581.98495141939, 'd': 1.0, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.02, 'rho': 2321.54778054067, 'd': 1.0, 'label': 1}]","({'Stressed Mean': 5.2973134328358205, 'Stressed Variance': 2521.6898883047443, 'Stressed Steady State Time': 10.0}, {'Normal Mean': 4.983320895522388, 'Normal Variance': 1237.361997926877, 'Normal Steady State Time': 10.0})",1.7999999999999992,0.6125,0.575,0.6625,0.5375,0.65,0.55
