Parameter Sets,Stats,CV Ratio,Normal CV,Stress CV,SVM (rbf) Accuracy,SVM (linear) Accuracy,Random Forest Accuracy,Logistic Regression Accuracy,MLP Accuracy,Random Classifier Accuracy,Vanilla LSTM Accuracy,IY001A Accuracy,IY006C-Transformer Accuracy,Vanilla Transformer Accuracy,Full Transformer Accuracy
"[{'sigma_u': 0.9402362558347176, 'sigma_b': 0.05976374416528243, 'rho': 432.2808829189287, 'd': 0.2583472409430926, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 103.88177570093458, 'Stressed Variance': 35884.32499497773, 'Stressed Steady State Time': 38.70759356088014, 'Normal Mean': 99.41070093457944, 'Normal Variance': 9992.803707919906, 'Normal Steady State Time': 38.7784957354107}",1.8000000000000012,1.0,1.8000000000000012,0.9625,0.375,0.8,0.425,0.675,0.45,0.9875,1.0,1.0,0.95,1.0
"[{'sigma_u': 0.9402362558347176, 'sigma_b': 0.05976374416528243, 'rho': 432.2808829189287, 'd': 0.2583472409430926, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 103.88177570093458, 'Stressed Variance': 35884.32499497773, 'Stressed Steady State Time': 38.70759356088014, 'Normal Mean': 99.41070093457944, 'Normal Variance': 9992.803707919906, 'Normal Steady State Time': 38.7784957354107}",1.8000000000000012,1.0,1.8000000000000012,0.9625,0.375,0.8,0.425,0.675,0.45,0.9875,1.0,1.0,0.95,1.0
"[{'sigma_u': 0.9402362558347176, 'sigma_b': 0.05976374416528243, 'rho': 432.2808829189287, 'd': 0.2583472409430926, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 103.88177570093458, 'Stressed Variance': 35884.32499497773, 'Stressed Steady State Time': 38.70759356088014, 'Normal Mean': 99.41070093457944, 'Normal Variance': 9992.803707919906, 'Normal Steady State Time': 38.7784957354107}",1.8000000000000012,1.0,1.8000000000000012,0.9625,0.375,0.8,0.425,0.675,0.45,0.9875,1.0,1.0,0.95,1.0
"[{'sigma_u': 0.9402362558347176, 'sigma_b': 0.05976374416528243, 'rho': 432.2808829189287, 'd': 0.2583472409430926, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 103.88177570093458, 'Stressed Variance': 35884.32499497773, 'Stressed Steady State Time': 38.70759356088014, 'Normal Mean': 99.41070093457944, 'Normal Variance': 9992.803707919906, 'Normal Steady State Time': 38.7784957354107}",1.8000000000000012,1.0,1.8000000000000012,0.9625,0.375,0.8,0.425,0.675,0.45,0.9875,1.0,1.0,0.95,1.0
"[{'sigma_u': 0.9402362558347176, 'sigma_b': 0.05976374416528243, 'rho': 432.2808829189287, 'd': 0.2583472409430926, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 103.88177570093458, 'Stressed Variance': 35884.32499497773, 'Stressed Steady State Time': 38.70759356088014, 'Normal Mean': 99.41070093457944, 'Normal Variance': 9992.803707919906, 'Normal Steady State Time': 38.7784957354107}",1.8000000000000012,1.0,1.8000000000000012,0.9625,0.375,0.8,0.425,0.675,0.45,0.9875,1.0,1.0,0.95,1.0
"[{'sigma_u': 0.9402362558347176, 'sigma_b': 0.05976374416528243, 'rho': 432.2808829189287, 'd': 0.2583472409430926, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 103.88177570093458, 'Stressed Variance': 35884.32499497773, 'Stressed Steady State Time': 38.70759356088014, 'Normal Mean': 99.41070093457944, 'Normal Variance': 9992.803707919906, 'Normal Steady State Time': 38.7784957354107}",1.8000000000000012,1.0,1.8000000000000012,0.9625,0.375,0.8,0.425,0.675,0.45,0.9875,1.0,1.0,0.95,1.0
"[{'sigma_u': 0.9402362558347176, 'sigma_b': 0.05976374416528243, 'rho': 432.2808829189287, 'd': 0.2583472409430926, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 103.88177570093458, 'Stressed Variance': 35884.32499497773, 'Stressed Steady State Time': 38.70759356088014, 'Normal Mean': 99.41070093457944, 'Normal Variance': 9992.803707919906, 'Normal Steady State Time': 38.7784957354107}",1.8000000000000012,1.0,1.8000000000000012,0.9625,0.375,0.8,0.425,0.675,0.45,0.9875,1.0,1.0,0.95,1.0
"[{'sigma_u': 0.9402362558347176, 'sigma_b': 0.05976374416528243, 'rho': 432.2808829189287, 'd': 0.2583472409430926, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 103.88177570093458, 'Stressed Variance': 35884.32499497773, 'Stressed Steady State Time': 38.70759356088014, 'Normal Mean': 99.41070093457944, 'Normal Variance': 9992.803707919906, 'Normal Steady State Time': 38.7784957354107}",1.8000000000000012,1.0,1.8000000000000012,0.9625,0.375,0.8,0.425,0.675,0.45,0.9875,1.0,1.0,0.95,1.0
"[{'sigma_u': 0.9402362558347176, 'sigma_b': 0.05976374416528243, 'rho': 432.2808829189287, 'd': 0.2583472409430926, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 103.88177570093458, 'Stressed Variance': 35884.32499497773, 'Stressed Steady State Time': 38.70759356088014, 'Normal Mean': 99.41070093457944, 'Normal Variance': 9992.803707919906, 'Normal Steady State Time': 38.7784957354107}",1.8000000000000012,1.0,1.8000000000000012,0.9625,0.375,0.8,0.425,0.675,0.45,0.9875,1.0,1.0,0.95,1.0
"[{'sigma_u': 0.9402362558347176, 'sigma_b': 0.05976374416528243, 'rho': 432.2808829189287, 'd': 0.2583472409430926, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 103.88177570093458, 'Stressed Variance': 35884.32499497773, 'Stressed Steady State Time': 38.70759356088014, 'Normal Mean': 99.41070093457944, 'Normal Variance': 9992.803707919906, 'Normal Steady State Time': 38.7784957354107}",1.8000000000000012,1.0,1.8000000000000012,0.9625,0.375,0.8,0.425,0.675,0.45,0.9875,1.0,1.0,0.95,1.0
"[{'sigma_u': 0.9408573553471133, 'sigma_b': 0.059142644652886586, 'rho': 436.82450876829256, 'd': 0.2583495669775487, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 101.9235046728972, 'Stressed Variance': 34211.97905500698, 'Stressed Steady State Time': 38.70724505943929, 'Normal Mean': 99.41070093457944, 'Normal Variance': 9992.803707919906, 'Normal Steady State Time': 38.7784957354107}",1.8100000000000012,1.0,1.8100000000000012,0.95,0.575,0.925,0.6125,0.7875,0.45,0.9625,0.9875,0.975,0.925,0.9875
"[{'sigma_u': 0.9408573553471133, 'sigma_b': 0.059142644652886586, 'rho': 436.82450876829256, 'd': 0.2583495669775487, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 101.9235046728972, 'Stressed Variance': 34211.97905500698, 'Stressed Steady State Time': 38.70724505943929, 'Normal Mean': 99.41070093457944, 'Normal Variance': 9992.803707919906, 'Normal Steady State Time': 38.7784957354107}",1.8100000000000012,1.0,1.8100000000000012,0.95,0.575,0.925,0.6125,0.7875,0.45,0.9625,0.9875,0.975,0.925,0.9875
"[{'sigma_u': 0.9408573553471133, 'sigma_b': 0.059142644652886586, 'rho': 436.82450876829256, 'd': 0.2583495669775487, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 101.9235046728972, 'Stressed Variance': 34211.97905500698, 'Stressed Steady State Time': 38.70724505943929, 'Normal Mean': 99.41070093457944, 'Normal Variance': 9992.803707919906, 'Normal Steady State Time': 38.7784957354107}",1.8100000000000012,1.0,1.8100000000000012,0.95,0.575,0.925,0.6125,0.7875,0.45,0.9625,0.9875,0.975,0.925,0.9875
"[{'sigma_u': 0.9408573553471133, 'sigma_b': 0.059142644652886586, 'rho': 436.82450876829256, 'd': 0.2583495669775487, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 101.9235046728972, 'Stressed Variance': 34211.97905500698, 'Stressed Steady State Time': 38.70724505943929, 'Normal Mean': 99.41070093457944, 'Normal Variance': 9992.803707919906, 'Normal Steady State Time': 38.7784957354107}",1.8100000000000012,1.0,1.8100000000000012,0.95,0.575,0.925,0.6125,0.7875,0.45,0.9625,0.9875,0.975,0.925,0.9875
"[{'sigma_u': 0.9408573553471133, 'sigma_b': 0.059142644652886586, 'rho': 436.82450876829256, 'd': 0.2583495669775487, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 101.9235046728972, 'Stressed Variance': 34211.97905500698, 'Stressed Steady State Time': 38.70724505943929, 'Normal Mean': 99.41070093457944, 'Normal Variance': 9992.803707919906, 'Normal Steady State Time': 38.7784957354107}",1.8100000000000012,1.0,1.8100000000000012,0.95,0.575,0.925,0.6125,0.7875,0.45,0.9625,0.9875,0.975,0.925,0.9875
"[{'sigma_u': 0.9408573553471133, 'sigma_b': 0.059142644652886586, 'rho': 436.82450876829256, 'd': 0.2583495669775487, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 101.9235046728972, 'Stressed Variance': 34211.97905500698, 'Stressed Steady State Time': 38.70724505943929, 'Normal Mean': 99.41070093457944, 'Normal Variance': 9992.803707919906, 'Normal Steady State Time': 38.7784957354107}",1.8100000000000012,1.0,1.8100000000000012,0.95,0.575,0.925,0.6125,0.7875,0.45,0.9625,0.9875,0.975,0.925,0.9875
"[{'sigma_u': 0.9408573553471133, 'sigma_b': 0.059142644652886586, 'rho': 436.82450876829256, 'd': 0.2583495669775487, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 101.9235046728972, 'Stressed Variance': 34211.97905500698, 'Stressed Steady State Time': 38.70724505943929, 'Normal Mean': 99.41070093457944, 'Normal Variance': 9992.803707919906, 'Normal Steady State Time': 38.7784957354107}",1.8100000000000012,1.0,1.8100000000000012,0.95,0.575,0.925,0.6125,0.7875,0.45,0.9625,0.9875,0.975,0.925,0.9875
"[{'sigma_u': 0.9408573553471133, 'sigma_b': 0.059142644652886586, 'rho': 436.82450876829256, 'd': 0.2583495669775487, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 101.9235046728972, 'Stressed Variance': 34211.97905500698, 'Stressed Steady State Time': 38.70724505943929, 'Normal Mean': 99.41070093457944, 'Normal Variance': 9992.803707919906, 'Normal Steady State Time': 38.7784957354107}",1.8100000000000012,1.0,1.8100000000000012,0.95,0.575,0.925,0.6125,0.7875,0.45,0.9625,0.9875,0.975,0.925,0.9875
"[{'sigma_u': 0.9408573553471133, 'sigma_b': 0.059142644652886586, 'rho': 436.82450876829256, 'd': 0.2583495669775487, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 101.9235046728972, 'Stressed Variance': 34211.97905500698, 'Stressed Steady State Time': 38.70724505943929, 'Normal Mean': 99.41070093457944, 'Normal Variance': 9992.803707919906, 'Normal Steady State Time': 38.7784957354107}",1.8100000000000012,1.0,1.8100000000000012,0.95,0.575,0.925,0.6125,0.7875,0.45,0.9625,0.9875,0.975,0.925,0.9875
"[{'sigma_u': 0.9408573553471133, 'sigma_b': 0.059142644652886586, 'rho': 436.82450876829256, 'd': 0.2583495669775487, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 101.9235046728972, 'Stressed Variance': 34211.97905500698, 'Stressed Steady State Time': 38.70724505943929, 'Normal Mean': 99.41070093457944, 'Normal Variance': 9992.803707919906, 'Normal Steady State Time': 38.7784957354107}",1.8100000000000012,1.0,1.8100000000000012,0.95,0.575,0.925,0.6125,0.7875,0.45,0.9625,0.9875,0.975,0.925,0.9875
"[{'sigma_u': 0.9414690133214271, 'sigma_b': 0.05853098667857299, 'rho': 441.3933020086295, 'd': 0.2583518547987844, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 94.7257476635514, 'Stressed Variance': 32545.438196870906, 'Stressed Steady State Time': 38.70690228947043, 'Normal Mean': 99.41070093457944, 'Normal Variance': 9992.803707919906, 'Normal Steady State Time': 38.7784957354107}",1.8200000000000012,1.0,1.8200000000000012,0.9375,0.475,0.85,0.4625,0.75,0.45,0.7375,0.9875,0.9875,0.9375,0.9625
"[{'sigma_u': 0.9414690133214271, 'sigma_b': 0.05853098667857299, 'rho': 441.3933020086295, 'd': 0.2583518547987844, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 94.7257476635514, 'Stressed Variance': 32545.438196870906, 'Stressed Steady State Time': 38.70690228947043, 'Normal Mean': 99.41070093457944, 'Normal Variance': 9992.803707919906, 'Normal Steady State Time': 38.7784957354107}",1.8200000000000012,1.0,1.8200000000000012,0.9375,0.475,0.85,0.4625,0.75,0.45,0.7375,0.9875,0.9875,0.9375,0.95
"[{'sigma_u': 0.9414690133214271, 'sigma_b': 0.05853098667857299, 'rho': 441.3933020086295, 'd': 0.2583518547987844, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 94.7257476635514, 'Stressed Variance': 32545.438196870906, 'Stressed Steady State Time': 38.70690228947043, 'Normal Mean': 99.41070093457944, 'Normal Variance': 9992.803707919906, 'Normal Steady State Time': 38.7784957354107}",1.8200000000000012,1.0,1.8200000000000012,0.9375,0.475,0.85,0.4625,0.75,0.45,0.7375,0.9875,0.9875,0.9375,0.95
"[{'sigma_u': 0.9414690133214271, 'sigma_b': 0.05853098667857299, 'rho': 441.3933020086295, 'd': 0.2583518547987844, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 94.7257476635514, 'Stressed Variance': 32545.438196870906, 'Stressed Steady State Time': 38.70690228947043, 'Normal Mean': 99.41070093457944, 'Normal Variance': 9992.803707919906, 'Normal Steady State Time': 38.7784957354107}",1.8200000000000012,1.0,1.8200000000000012,0.9375,0.475,0.85,0.4625,0.75,0.45,0.7375,0.9875,0.9875,0.9375,0.95
"[{'sigma_u': 0.9414690133214271, 'sigma_b': 0.05853098667857299, 'rho': 441.3933020086295, 'd': 0.2583518547987844, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 94.7257476635514, 'Stressed Variance': 32545.438196870906, 'Stressed Steady State Time': 38.70690228947043, 'Normal Mean': 99.41070093457944, 'Normal Variance': 9992.803707919906, 'Normal Steady State Time': 38.7784957354107}",1.8200000000000012,1.0,1.8200000000000012,0.9375,0.475,0.85,0.4625,0.75,0.45,0.7375,0.9875,0.9875,0.9375,0.95
"[{'sigma_u': 0.9414690133214271, 'sigma_b': 0.05853098667857299, 'rho': 441.3933020086295, 'd': 0.2583518547987844, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 94.7257476635514, 'Stressed Variance': 32545.438196870906, 'Stressed Steady State Time': 38.70690228947043, 'Normal Mean': 99.41070093457944, 'Normal Variance': 9992.803707919906, 'Normal Steady State Time': 38.7784957354107}",1.8200000000000012,1.0,1.8200000000000012,0.9375,0.475,0.85,0.4625,0.75,0.45,0.7375,0.9875,0.9875,0.9375,0.95
"[{'sigma_u': 0.9414690133214271, 'sigma_b': 0.05853098667857299, 'rho': 441.3933020086295, 'd': 0.2583518547987844, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 94.7257476635514, 'Stressed Variance': 32545.438196870906, 'Stressed Steady State Time': 38.70690228947043, 'Normal Mean': 99.41070093457944, 'Normal Variance': 9992.803707919906, 'Normal Steady State Time': 38.7784957354107}",1.8200000000000012,1.0,1.8200000000000012,0.9375,0.475,0.85,0.4625,0.75,0.45,0.7375,0.9875,0.9875,0.9375,0.95
"[{'sigma_u': 0.9414690133214271, 'sigma_b': 0.05853098667857299, 'rho': 441.3933020086295, 'd': 0.2583518547987844, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 94.7257476635514, 'Stressed Variance': 32545.438196870906, 'Stressed Steady State Time': 38.70690228947043, 'Normal Mean': 99.41070093457944, 'Normal Variance': 9992.803707919906, 'Normal Steady State Time': 38.7784957354107}",1.8200000000000012,1.0,1.8200000000000012,0.9375,0.475,0.85,0.4625,0.75,0.45,0.7375,0.9875,0.9875,0.9375,0.95
"[{'sigma_u': 0.9414690133214271, 'sigma_b': 0.05853098667857299, 'rho': 441.3933020086295, 'd': 0.2583518547987844, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 94.7257476635514, 'Stressed Variance': 32545.438196870906, 'Stressed Steady State Time': 38.70690228947043, 'Normal Mean': 99.41070093457944, 'Normal Variance': 9992.803707919906, 'Normal Steady State Time': 38.7784957354107}",1.8200000000000012,1.0,1.8200000000000012,0.9375,0.475,0.85,0.4625,0.75,0.45,0.7375,0.9875,0.9875,0.9375,0.95
"[{'sigma_u': 0.9414690133214271, 'sigma_b': 0.05853098667857299, 'rho': 441.3933020086295, 'd': 0.2583518547987844, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 94.7257476635514, 'Stressed Variance': 32545.438196870906, 'Stressed Steady State Time': 38.70690228947043, 'Normal Mean': 99.41070093457944, 'Normal Variance': 9992.803707919906, 'Normal Steady State Time': 38.7784957354107}",1.8200000000000012,1.0,1.8200000000000012,0.9375,0.475,0.85,0.4625,0.75,0.45,0.7375,0.9875,0.9875,0.9375,0.95
"[{'sigma_u': 0.9420714161964581, 'sigma_b': 0.05792858380354194, 'rho': 445.9872627222219, 'd': 0.2583541052391651, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 98.22920560747663, 'Stressed Variance': 33803.9709694624, 'Stressed Steady State Time': 38.70656512596439, 'Normal Mean': 99.41070093457944, 'Normal Variance': 9992.803707919906, 'Normal Steady State Time': 38.7784957354107}",1.8300000000000012,1.0,1.8300000000000012,0.9875,0.5375,0.8875,0.55,0.7375,0.45,0.65,0.9875,0.9875,0.9875,0.9875
"[{'sigma_u': 0.9420714161964581, 'sigma_b': 0.05792858380354194, 'rho': 445.9872627222219, 'd': 0.2583541052391651, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 98.22920560747663, 'Stressed Variance': 33803.9709694624, 'Stressed Steady State Time': 38.70656512596439, 'Normal Mean': 99.41070093457944, 'Normal Variance': 9992.803707919906, 'Normal Steady State Time': 38.7784957354107}",1.8300000000000012,1.0,1.8300000000000012,0.9875,0.5375,0.8875,0.55,0.7375,0.45,0.65,0.9875,0.9875,0.9875,0.9875
"[{'sigma_u': 0.9420714161964581, 'sigma_b': 0.05792858380354194, 'rho': 445.9872627222219, 'd': 0.2583541052391651, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 98.22920560747663, 'Stressed Variance': 33803.9709694624, 'Stressed Steady State Time': 38.70656512596439, 'Normal Mean': 99.41070093457944, 'Normal Variance': 9992.803707919906, 'Normal Steady State Time': 38.7784957354107}",1.8300000000000012,1.0,1.8300000000000012,0.9875,0.5375,0.8875,0.55,0.7375,0.45,0.65,0.9875,0.9875,0.9875,0.9875
"[{'sigma_u': 0.9420714161964581, 'sigma_b': 0.05792858380354194, 'rho': 445.9872627222219, 'd': 0.2583541052391651, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 98.22920560747663, 'Stressed Variance': 33803.9709694624, 'Stressed Steady State Time': 38.70656512596439, 'Normal Mean': 99.41070093457944, 'Normal Variance': 9992.803707919906, 'Normal Steady State Time': 38.7784957354107}",1.8300000000000012,1.0,1.8300000000000012,0.9875,0.5375,0.8875,0.55,0.7375,0.45,0.65,0.9875,0.9875,0.9875,0.9875
"[{'sigma_u': 0.9420714161964581, 'sigma_b': 0.05792858380354194, 'rho': 445.9872627222219, 'd': 0.2583541052391651, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 98.22920560747663, 'Stressed Variance': 33803.9709694624, 'Stressed Steady State Time': 38.70656512596439, 'Normal Mean': 99.41070093457944, 'Normal Variance': 9992.803707919906, 'Normal Steady State Time': 38.7784957354107}",1.8300000000000012,1.0,1.8300000000000012,0.9875,0.5375,0.8875,0.55,0.7375,0.45,0.65,0.9875,0.9875,0.9875,0.9875
"[{'sigma_u': 0.9420714161964581, 'sigma_b': 0.05792858380354194, 'rho': 445.9872627222219, 'd': 0.2583541052391651, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 98.22920560747663, 'Stressed Variance': 33803.9709694624, 'Stressed Steady State Time': 38.70656512596439, 'Normal Mean': 99.41070093457944, 'Normal Variance': 9992.803707919906, 'Normal Steady State Time': 38.7784957354107}",1.8300000000000012,1.0,1.8300000000000012,0.9875,0.5375,0.8875,0.55,0.7375,0.45,0.65,0.9875,0.9875,0.9875,0.9875
"[{'sigma_u': 0.9420714161964581, 'sigma_b': 0.05792858380354194, 'rho': 445.9872627222219, 'd': 0.2583541052391651, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 98.22920560747663, 'Stressed Variance': 33803.9709694624, 'Stressed Steady State Time': 38.70656512596439, 'Normal Mean': 99.41070093457944, 'Normal Variance': 9992.803707919906, 'Normal Steady State Time': 38.7784957354107}",1.8300000000000012,1.0,1.8300000000000012,0.9875,0.5375,0.8875,0.55,0.7375,0.45,0.65,0.9875,0.9875,0.9875,0.9875
"[{'sigma_u': 0.9420714161964581, 'sigma_b': 0.05792858380354194, 'rho': 445.9872627222219, 'd': 0.2583541052391651, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 98.22920560747663, 'Stressed Variance': 33803.9709694624, 'Stressed Steady State Time': 38.70656512596439, 'Normal Mean': 99.41070093457944, 'Normal Variance': 9992.803707919906, 'Normal Steady State Time': 38.7784957354107}",1.8300000000000012,1.0,1.8300000000000012,0.9875,0.5375,0.8875,0.55,0.7375,0.45,0.65,0.9875,0.9875,0.9875,0.9875
"[{'sigma_u': 0.9420714161964581, 'sigma_b': 0.05792858380354194, 'rho': 445.9872627222219, 'd': 0.2583541052391651, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 98.22920560747663, 'Stressed Variance': 33803.9709694624, 'Stressed Steady State Time': 38.70656512596439, 'Normal Mean': 99.41070093457944, 'Normal Variance': 9992.803707919906, 'Normal Steady State Time': 38.7784957354107}",1.8300000000000012,1.0,1.8300000000000012,0.9875,0.5375,0.8875,0.55,0.7375,0.45,0.65,0.9875,0.9875,0.9875,0.9875
"[{'sigma_u': 0.9420714161964581, 'sigma_b': 0.05792858380354194, 'rho': 445.9872627222219, 'd': 0.2583541052391651, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 98.22920560747663, 'Stressed Variance': 33803.9709694624, 'Stressed Steady State Time': 38.70656512596439, 'Normal Mean': 99.41070093457944, 'Normal Variance': 9992.803707919906, 'Normal Steady State Time': 38.7784957354107}",1.8300000000000012,1.0,1.8300000000000012,0.9875,0.5375,0.8875,0.55,0.7375,0.45,0.65,0.9875,0.9875,0.9875,0.9875
"[{'sigma_u': 0.9426647459346057, 'sigma_b': 0.05733525406539434, 'rho': 450.6063909891238, 'd': 0.2583563191085183, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 109.61401869158878, 'Stressed Variance': 38935.198308149185, 'Stressed Steady State Time': 38.706233447302154, 'Normal Mean': 99.41070093457944, 'Normal Variance': 9992.803707919906, 'Normal Steady State Time': 38.7784957354107}",1.8400000000000012,1.0,1.8400000000000012,0.9625,0.55,0.9125,0.575,0.8625,0.45,0.6625,1.0,1.0,0.9875,1.0
