Parameter Sets,Stats,CV Ratio,Normal CV,Stress CV,SVM (rbf) Accuracy,SVM (linear) Accuracy,Random Forest Accuracy,Logistic Regression Accuracy,MLP Accuracy,Random Classifier Accuracy,Vanilla LSTM Accuracy,IY001A Accuracy,IY006C-Transformer Accuracy,Vanilla Transformer Accuracy,Full Transformer Accuracy
"[{'sigma_u': 2305286.410805987, 'sigma_b': 2.0, 'rho': 26469357.680556145, 'd': 1.1482015680329467, 'label': 0}, {'sigma_u': 0.2861515182063994, 'sigma_b': 1.0, 'rho': 76.80355551351164, 'd': 2.985789560028585, 'label': 1}]","({'Stressed Mean': 20.046888111888112, 'Stressed Variance': 252.65461968678176, 'Stressed Steady State Time': 8.709272203078074}, {'Normal Mean': 19.874087837837838, 'Normal Variance': 101.34681504633855, 'Normal Steady State Time': 3.3491978583729334})",1.580000000000001,0.5,0.7900000000000005,1.0,0.55,0.9875,0.5125,0.5875,0.45,0.9375,0.5,1.0,0.4875,0.875
"[{'sigma_u': 2305286.410805987, 'sigma_b': 2.0, 'rho': 26469357.680556145, 'd': 1.1482015680329467, 'label': 0}, {'sigma_u': 0.2861515182063994, 'sigma_b': 1.0, 'rho': 76.80355551351164, 'd': 2.985789560028585, 'label': 1}]","({'Stressed Mean': 20.046888111888112, 'Stressed Variance': 252.65461968678176, 'Stressed Steady State Time': 8.709272203078074}, {'Normal Mean': 19.874087837837838, 'Normal Variance': 101.34681504633855, 'Normal Steady State Time': 3.3491978583729334})",1.580000000000001,0.5,0.7900000000000005,1.0,0.55,0.9875,0.5125,0.5875,0.45,0.9375,0.5,1.0,0.4875,0.875
"[{'sigma_u': 2305286.410805987, 'sigma_b': 2.0, 'rho': 26469357.680556145, 'd': 1.1482015680329467, 'label': 0}, {'sigma_u': 0.2861515182063994, 'sigma_b': 1.0, 'rho': 76.80355551351164, 'd': 2.985789560028585, 'label': 1}]","({'Stressed Mean': 20.046888111888112, 'Stressed Variance': 252.65461968678176, 'Stressed Steady State Time': 8.709272203078074}, {'Normal Mean': 19.874087837837838, 'Normal Variance': 101.34681504633855, 'Normal Steady State Time': 3.3491978583729334})",1.580000000000001,0.5,0.7900000000000005,1.0,0.55,0.9875,0.5125,0.5875,0.45,0.9375,0.5,1.0,0.4875,0.875
"[{'sigma_u': 2305286.410805987, 'sigma_b': 2.0, 'rho': 26469357.680556145, 'd': 1.1482015680329467, 'label': 0}, {'sigma_u': 0.2861515182063994, 'sigma_b': 1.0, 'rho': 76.80355551351164, 'd': 2.985789560028585, 'label': 1}]","({'Stressed Mean': 20.046888111888112, 'Stressed Variance': 252.65461968678176, 'Stressed Steady State Time': 8.709272203078074}, {'Normal Mean': 19.874087837837838, 'Normal Variance': 101.34681504633855, 'Normal Steady State Time': 3.3491978583729334})",1.580000000000001,0.5,0.7900000000000005,1.0,0.55,0.9875,0.5125,0.5875,0.45,0.9375,0.5,1.0,0.4875,0.875
"[{'sigma_u': 2305286.410805987, 'sigma_b': 2.0, 'rho': 26469357.680556145, 'd': 1.1482015680329467, 'label': 0}, {'sigma_u': 0.2861515182063994, 'sigma_b': 1.0, 'rho': 76.80355551351164, 'd': 2.985789560028585, 'label': 1}]","({'Stressed Mean': 20.046888111888112, 'Stressed Variance': 252.65461968678176, 'Stressed Steady State Time': 8.709272203078074}, {'Normal Mean': 19.874087837837838, 'Normal Variance': 101.34681504633855, 'Normal Steady State Time': 3.3491978583729334})",1.580000000000001,0.5,0.7900000000000005,1.0,0.55,0.9875,0.5125,0.5875,0.45,0.9375,0.5,1.0,0.4875,0.875
"[{'sigma_u': 2305286.410805987, 'sigma_b': 2.0, 'rho': 26469357.680556145, 'd': 1.1482015680329467, 'label': 0}, {'sigma_u': 0.2861515182063994, 'sigma_b': 1.0, 'rho': 76.80355551351164, 'd': 2.985789560028585, 'label': 1}]","({'Stressed Mean': 20.046888111888112, 'Stressed Variance': 252.65461968678176, 'Stressed Steady State Time': 8.709272203078074}, {'Normal Mean': 19.874087837837838, 'Normal Variance': 101.34681504633855, 'Normal Steady State Time': 3.3491978583729334})",1.580000000000001,0.5,0.7900000000000005,1.0,0.55,0.9875,0.5125,0.5875,0.45,0.9375,0.5,1.0,0.4875,0.875
"[{'sigma_u': 2305286.410805987, 'sigma_b': 2.0, 'rho': 26469357.680556145, 'd': 1.1482015680329467, 'label': 0}, {'sigma_u': 0.2861515182063994, 'sigma_b': 1.0, 'rho': 76.80355551351164, 'd': 2.985789560028585, 'label': 1}]","({'Stressed Mean': 20.046888111888112, 'Stressed Variance': 252.65461968678176, 'Stressed Steady State Time': 8.709272203078074}, {'Normal Mean': 19.874087837837838, 'Normal Variance': 101.34681504633855, 'Normal Steady State Time': 3.3491978583729334})",1.580000000000001,0.5,0.7900000000000005,1.0,0.55,0.9875,0.5125,0.5875,0.45,0.9375,0.5,1.0,0.4875,0.875
"[{'sigma_u': 2305286.410805987, 'sigma_b': 2.0, 'rho': 26469357.680556145, 'd': 1.1482015680329467, 'label': 0}, {'sigma_u': 0.2861515182063994, 'sigma_b': 1.0, 'rho': 76.80355551351164, 'd': 2.985789560028585, 'label': 1}]","({'Stressed Mean': 20.046888111888112, 'Stressed Variance': 252.65461968678176, 'Stressed Steady State Time': 8.709272203078074}, {'Normal Mean': 19.874087837837838, 'Normal Variance': 101.34681504633855, 'Normal Steady State Time': 3.3491978583729334})",1.580000000000001,0.5,0.7900000000000005,1.0,0.55,0.9875,0.5125,0.5875,0.45,0.9375,0.5,1.0,0.4875,0.875
"[{'sigma_u': 2305286.410805987, 'sigma_b': 2.0, 'rho': 26469357.680556145, 'd': 1.1482015680329467, 'label': 0}, {'sigma_u': 0.2861515182063994, 'sigma_b': 1.0, 'rho': 76.80355551351164, 'd': 2.985789560028585, 'label': 1}]","({'Stressed Mean': 20.046888111888112, 'Stressed Variance': 252.65461968678176, 'Stressed Steady State Time': 8.709272203078074}, {'Normal Mean': 19.874087837837838, 'Normal Variance': 101.34681504633855, 'Normal Steady State Time': 3.3491978583729334})",1.580000000000001,0.5,0.7900000000000005,1.0,0.55,0.9875,0.5125,0.5875,0.45,0.9375,0.5,1.0,0.4875,0.875
"[{'sigma_u': 923916.7576761132, 'sigma_b': 2.0, 'rho': 10754913.129978966, 'd': 1.1640539864165398, 'label': 0}, {'sigma_u': 0.2861515182063994, 'sigma_b': 1.0, 'rho': 76.80355551351164, 'd': 2.985789560028585, 'label': 1}]","({'Stressed Mean': 20.020594405594405, 'Stressed Variance': 256.854785660668, 'Stressed Steady State Time': 8.590666856254934}, {'Normal Mean': 19.874087837837838, 'Normal Variance': 101.34681504633855, 'Normal Steady State Time': 3.3491978583729334})",1.590000000000001,0.5,0.7950000000000005,1.0,0.45,0.9875,0.4375,0.575,0.45,0.625,0.5,1.0,0.5625,0.8875
"[{'sigma_u': 923916.7576761132, 'sigma_b': 2.0, 'rho': 10754913.129978966, 'd': 1.1640539864165398, 'label': 0}, {'sigma_u': 0.2861515182063994, 'sigma_b': 1.0, 'rho': 76.80355551351164, 'd': 2.985789560028585, 'label': 1}]","({'Stressed Mean': 20.020594405594405, 'Stressed Variance': 256.854785660668, 'Stressed Steady State Time': 8.590666856254934}, {'Normal Mean': 19.874087837837838, 'Normal Variance': 101.34681504633855, 'Normal Steady State Time': 3.3491978583729334})",1.590000000000001,0.5,0.7950000000000005,1.0,0.45,0.9875,0.4375,0.575,0.45,0.625,0.5,1.0,0.5625,0.8875
"[{'sigma_u': 923916.7576761132, 'sigma_b': 2.0, 'rho': 10754913.129978966, 'd': 1.1640539864165398, 'label': 0}, {'sigma_u': 0.2861515182063994, 'sigma_b': 1.0, 'rho': 76.80355551351164, 'd': 2.985789560028585, 'label': 1}]","({'Stressed Mean': 20.020594405594405, 'Stressed Variance': 256.854785660668, 'Stressed Steady State Time': 8.590666856254934}, {'Normal Mean': 19.874087837837838, 'Normal Variance': 101.34681504633855, 'Normal Steady State Time': 3.3491978583729334})",1.590000000000001,0.5,0.7950000000000005,1.0,0.45,0.9875,0.4375,0.575,0.45,0.625,0.5,1.0,0.5625,0.8875
"[{'sigma_u': 923916.7576761132, 'sigma_b': 2.0, 'rho': 10754913.129978966, 'd': 1.1640539864165398, 'label': 0}, {'sigma_u': 0.2861515182063994, 'sigma_b': 1.0, 'rho': 76.80355551351164, 'd': 2.985789560028585, 'label': 1}]","({'Stressed Mean': 20.020594405594405, 'Stressed Variance': 256.854785660668, 'Stressed Steady State Time': 8.590666856254934}, {'Normal Mean': 19.874087837837838, 'Normal Variance': 101.34681504633855, 'Normal Steady State Time': 3.3491978583729334})",1.590000000000001,0.5,0.7950000000000005,1.0,0.45,0.9875,0.4375,0.575,0.45,0.625,0.5,1.0,0.5625,0.8875
"[{'sigma_u': 923916.7576761132, 'sigma_b': 2.0, 'rho': 10754913.129978966, 'd': 1.1640539864165398, 'label': 0}, {'sigma_u': 0.2861515182063994, 'sigma_b': 1.0, 'rho': 76.80355551351164, 'd': 2.985789560028585, 'label': 1}]","({'Stressed Mean': 20.020594405594405, 'Stressed Variance': 256.854785660668, 'Stressed Steady State Time': 8.590666856254934}, {'Normal Mean': 19.874087837837838, 'Normal Variance': 101.34681504633855, 'Normal Steady State Time': 3.3491978583729334})",1.590000000000001,0.5,0.7950000000000005,1.0,0.45,0.9875,0.4375,0.575,0.45,0.625,0.5,1.0,0.5625,0.8875
"[{'sigma_u': 923916.7576761132, 'sigma_b': 2.0, 'rho': 10754913.129978966, 'd': 1.1640539864165398, 'label': 0}, {'sigma_u': 0.2861515182063994, 'sigma_b': 1.0, 'rho': 76.80355551351164, 'd': 2.985789560028585, 'label': 1}]","({'Stressed Mean': 20.020594405594405, 'Stressed Variance': 256.854785660668, 'Stressed Steady State Time': 8.590666856254934}, {'Normal Mean': 19.874087837837838, 'Normal Variance': 101.34681504633855, 'Normal Steady State Time': 3.3491978583729334})",1.590000000000001,0.5,0.7950000000000005,1.0,0.45,0.9875,0.4375,0.575,0.45,0.625,0.5,1.0,0.5625,0.8875
"[{'sigma_u': 923916.7576761132, 'sigma_b': 2.0, 'rho': 10754913.129978966, 'd': 1.1640539864165398, 'label': 0}, {'sigma_u': 0.2861515182063994, 'sigma_b': 1.0, 'rho': 76.80355551351164, 'd': 2.985789560028585, 'label': 1}]","({'Stressed Mean': 20.020594405594405, 'Stressed Variance': 256.854785660668, 'Stressed Steady State Time': 8.590666856254934}, {'Normal Mean': 19.874087837837838, 'Normal Variance': 101.34681504633855, 'Normal Steady State Time': 3.3491978583729334})",1.590000000000001,0.5,0.7950000000000005,1.0,0.45,0.9875,0.4375,0.575,0.45,0.625,0.5,1.0,0.5625,0.8875
"[{'sigma_u': 923916.7576761132, 'sigma_b': 2.0, 'rho': 10754913.129978966, 'd': 1.1640539864165398, 'label': 0}, {'sigma_u': 0.2861515182063994, 'sigma_b': 1.0, 'rho': 76.80355551351164, 'd': 2.985789560028585, 'label': 1}]","({'Stressed Mean': 20.020594405594405, 'Stressed Variance': 256.854785660668, 'Stressed Steady State Time': 8.590666856254934}, {'Normal Mean': 19.874087837837838, 'Normal Variance': 101.34681504633855, 'Normal Steady State Time': 3.3491978583729334})",1.590000000000001,0.5,0.7950000000000005,1.0,0.45,0.9875,0.4375,0.575,0.45,0.625,0.5,1.0,0.5625,0.8875
"[{'sigma_u': 923916.7576761132, 'sigma_b': 2.0, 'rho': 10754913.129978966, 'd': 1.1640539864165398, 'label': 0}, {'sigma_u': 0.2861515182063994, 'sigma_b': 1.0, 'rho': 76.80355551351164, 'd': 2.985789560028585, 'label': 1}]","({'Stressed Mean': 20.020594405594405, 'Stressed Variance': 256.854785660668, 'Stressed Steady State Time': 8.590666856254934}, {'Normal Mean': 19.874087837837838, 'Normal Variance': 101.34681504633855, 'Normal Steady State Time': 3.3491978583729334})",1.590000000000001,0.5,0.7950000000000005,1.0,0.45,0.9875,0.4375,0.575,0.45,0.625,0.5,1.0,0.5625,0.8875
"[{'sigma_u': 923916.7576761132, 'sigma_b': 2.0, 'rho': 10754913.129978966, 'd': 1.1640539864165398, 'label': 0}, {'sigma_u': 0.2861515182063994, 'sigma_b': 1.0, 'rho': 76.80355551351164, 'd': 2.985789560028585, 'label': 1}]","({'Stressed Mean': 20.020594405594405, 'Stressed Variance': 256.854785660668, 'Stressed Steady State Time': 8.590666856254934}, {'Normal Mean': 19.874087837837838, 'Normal Variance': 101.34681504633855, 'Normal Steady State Time': 3.3491978583729334})",1.590000000000001,0.5,0.7950000000000005,1.0,0.45,0.9875,0.4375,0.575,0.45,0.625,0.5,1.0,0.5625,0.8875
"[{'sigma_u': 1397163.1093954977, 'sigma_b': 2.0, 'rho': 16486585.8149523, 'd': 1.18000268573021, 'label': 0}, {'sigma_u': 0.2861515182063994, 'sigma_b': 1.0, 'rho': 76.80355551351164, 'd': 2.985789560028585, 'label': 1}]","({'Stressed Mean': 20.029265734265735, 'Stressed Variance': 260.7672204398748, 'Stressed Steady State Time': 8.474556982734148}, {'Normal Mean': 19.874087837837838, 'Normal Variance': 101.34681504633855, 'Normal Steady State Time': 3.3491978583729334})",1.600000000000001,0.5,0.8000000000000005,1.0,0.5875,1.0,0.575,0.5625,0.45,0.9375,0.5,1.0,0.4,0.9125
"[{'sigma_u': 1397163.1093954977, 'sigma_b': 2.0, 'rho': 16486585.8149523, 'd': 1.18000268573021, 'label': 0}, {'sigma_u': 0.2861515182063994, 'sigma_b': 1.0, 'rho': 76.80355551351164, 'd': 2.985789560028585, 'label': 1}]","({'Stressed Mean': 20.029265734265735, 'Stressed Variance': 260.7672204398748, 'Stressed Steady State Time': 8.474556982734148}, {'Normal Mean': 19.874087837837838, 'Normal Variance': 101.34681504633855, 'Normal Steady State Time': 3.3491978583729334})",1.600000000000001,0.5,0.8000000000000005,1.0,0.5875,1.0,0.575,0.5625,0.45,0.9375,0.5,1.0,0.4,0.9125
"[{'sigma_u': 1397163.1093954977, 'sigma_b': 2.0, 'rho': 16486585.8149523, 'd': 1.18000268573021, 'label': 0}, {'sigma_u': 0.2861515182063994, 'sigma_b': 1.0, 'rho': 76.80355551351164, 'd': 2.985789560028585, 'label': 1}]","({'Stressed Mean': 20.029265734265735, 'Stressed Variance': 260.7672204398748, 'Stressed Steady State Time': 8.474556982734148}, {'Normal Mean': 19.874087837837838, 'Normal Variance': 101.34681504633855, 'Normal Steady State Time': 3.3491978583729334})",1.600000000000001,0.5,0.8000000000000005,1.0,0.5875,1.0,0.575,0.5625,0.45,0.9375,0.5,1.0,0.4,0.9125
"[{'sigma_u': 1397163.1093954977, 'sigma_b': 2.0, 'rho': 16486585.8149523, 'd': 1.18000268573021, 'label': 0}, {'sigma_u': 0.2861515182063994, 'sigma_b': 1.0, 'rho': 76.80355551351164, 'd': 2.985789560028585, 'label': 1}]","({'Stressed Mean': 20.029265734265735, 'Stressed Variance': 260.7672204398748, 'Stressed Steady State Time': 8.474556982734148}, {'Normal Mean': 19.874087837837838, 'Normal Variance': 101.34681504633855, 'Normal Steady State Time': 3.3491978583729334})",1.600000000000001,0.5,0.8000000000000005,1.0,0.5875,1.0,0.575,0.5625,0.45,0.9375,0.5,1.0,0.4,0.9125
"[{'sigma_u': 1397163.1093954977, 'sigma_b': 2.0, 'rho': 16486585.8149523, 'd': 1.18000268573021, 'label': 0}, {'sigma_u': 0.2861515182063994, 'sigma_b': 1.0, 'rho': 76.80355551351164, 'd': 2.985789560028585, 'label': 1}]","({'Stressed Mean': 20.029265734265735, 'Stressed Variance': 260.7672204398748, 'Stressed Steady State Time': 8.474556982734148}, {'Normal Mean': 19.874087837837838, 'Normal Variance': 101.34681504633855, 'Normal Steady State Time': 3.3491978583729334})",1.600000000000001,0.5,0.8000000000000005,1.0,0.5875,1.0,0.575,0.5625,0.45,0.9375,0.5,1.0,0.4,0.9125
"[{'sigma_u': 1397163.1093954977, 'sigma_b': 2.0, 'rho': 16486585.8149523, 'd': 1.18000268573021, 'label': 0}, {'sigma_u': 0.2861515182063994, 'sigma_b': 1.0, 'rho': 76.80355551351164, 'd': 2.985789560028585, 'label': 1}]","({'Stressed Mean': 20.029265734265735, 'Stressed Variance': 260.7672204398748, 'Stressed Steady State Time': 8.474556982734148}, {'Normal Mean': 19.874087837837838, 'Normal Variance': 101.34681504633855, 'Normal Steady State Time': 3.3491978583729334})",1.600000000000001,0.5,0.8000000000000005,1.0,0.5875,1.0,0.575,0.5625,0.45,0.9375,0.5,1.0,0.4,0.9125
"[{'sigma_u': 1397163.1093954977, 'sigma_b': 2.0, 'rho': 16486585.8149523, 'd': 1.18000268573021, 'label': 0}, {'sigma_u': 0.2861515182063994, 'sigma_b': 1.0, 'rho': 76.80355551351164, 'd': 2.985789560028585, 'label': 1}]","({'Stressed Mean': 20.029265734265735, 'Stressed Variance': 260.7672204398748, 'Stressed Steady State Time': 8.474556982734148}, {'Normal Mean': 19.874087837837838, 'Normal Variance': 101.34681504633855, 'Normal Steady State Time': 3.3491978583729334})",1.600000000000001,0.5,0.8000000000000005,1.0,0.5875,1.0,0.575,0.5625,0.45,0.9375,0.5,1.0,0.4,0.9125
"[{'sigma_u': 1397163.1093954977, 'sigma_b': 2.0, 'rho': 16486585.8149523, 'd': 1.18000268573021, 'label': 0}, {'sigma_u': 0.2861515182063994, 'sigma_b': 1.0, 'rho': 76.80355551351164, 'd': 2.985789560028585, 'label': 1}]","({'Stressed Mean': 20.029265734265735, 'Stressed Variance': 260.7672204398748, 'Stressed Steady State Time': 8.474556982734148}, {'Normal Mean': 19.874087837837838, 'Normal Variance': 101.34681504633855, 'Normal Steady State Time': 3.3491978583729334})",1.600000000000001,0.5,0.8000000000000005,1.0,0.5875,1.0,0.575,0.5625,0.45,0.9375,0.5,1.0,0.4,0.9125
"[{'sigma_u': 1397163.1093954977, 'sigma_b': 2.0, 'rho': 16486585.8149523, 'd': 1.18000268573021, 'label': 0}, {'sigma_u': 0.2861515182063994, 'sigma_b': 1.0, 'rho': 76.80355551351164, 'd': 2.985789560028585, 'label': 1}]","({'Stressed Mean': 20.029265734265735, 'Stressed Variance': 260.7672204398748, 'Stressed Steady State Time': 8.474556982734148}, {'Normal Mean': 19.874087837837838, 'Normal Variance': 101.34681504633855, 'Normal Steady State Time': 3.3491978583729334})",1.600000000000001,0.5,0.8000000000000005,1.0,0.5875,1.0,0.575,0.5625,0.45,0.9375,0.5,1.0,0.4,0.9125
"[{'sigma_u': 1397163.1093954977, 'sigma_b': 2.0, 'rho': 16486585.8149523, 'd': 1.18000268573021, 'label': 0}, {'sigma_u': 0.2861515182063994, 'sigma_b': 1.0, 'rho': 76.80355551351164, 'd': 2.985789560028585, 'label': 1}]","({'Stressed Mean': 20.029265734265735, 'Stressed Variance': 260.7672204398748, 'Stressed Steady State Time': 8.474556982734148}, {'Normal Mean': 19.874087837837838, 'Normal Variance': 101.34681504633855, 'Normal Steady State Time': 3.3491978583729334})",1.600000000000001,0.5,0.8000000000000005,1.0,0.5875,1.0,0.575,0.5625,0.45,0.9375,0.5,1.0,0.4,0.9125
"[{'sigma_u': 1076371.5865480702, 'sigma_b': 2.0, 'rho': 13047839.554540327, 'd': 1.2122036175548254, 'label': 0}, {'sigma_u': 0.2861515182063994, 'sigma_b': 1.0, 'rho': 76.80355551351164, 'd': 2.985789560028585, 'label': 1}]","({'Stressed Mean': 19.890944055944058, 'Stressed Variance': 264.33989001784926, 'Stressed Steady State Time': 8.24943916614547}, {'Normal Mean': 19.874087837837838, 'Normal Variance': 101.34681504633855, 'Normal Steady State Time': 3.3491978583729334})",1.620000000000001,0.5,0.8100000000000005,0.9875,0.475,1.0,0.5125,0.6125,0.45,0.9,0.5,1.0,0.4,0.9375
"[{'sigma_u': 1076371.5865480702, 'sigma_b': 2.0, 'rho': 13047839.554540327, 'd': 1.2122036175548254, 'label': 0}, {'sigma_u': 0.2861515182063994, 'sigma_b': 1.0, 'rho': 76.80355551351164, 'd': 2.985789560028585, 'label': 1}]","({'Stressed Mean': 19.890944055944058, 'Stressed Variance': 264.33989001784926, 'Stressed Steady State Time': 8.24943916614547}, {'Normal Mean': 19.874087837837838, 'Normal Variance': 101.34681504633855, 'Normal Steady State Time': 3.3491978583729334})",1.620000000000001,0.5,0.8100000000000005,0.9875,0.475,1.0,0.5125,0.6125,0.45,0.9,0.5,1.0,0.4,0.9375
"[{'sigma_u': 1076371.5865480702, 'sigma_b': 2.0, 'rho': 13047839.554540327, 'd': 1.2122036175548254, 'label': 0}, {'sigma_u': 0.2861515182063994, 'sigma_b': 1.0, 'rho': 76.80355551351164, 'd': 2.985789560028585, 'label': 1}]","({'Stressed Mean': 19.890944055944058, 'Stressed Variance': 264.33989001784926, 'Stressed Steady State Time': 8.24943916614547}, {'Normal Mean': 19.874087837837838, 'Normal Variance': 101.34681504633855, 'Normal Steady State Time': 3.3491978583729334})",1.620000000000001,0.5,0.8100000000000005,0.9875,0.475,1.0,0.5125,0.6125,0.45,0.9,0.5,1.0,0.4,0.9375
"[{'sigma_u': 1076371.5865480702, 'sigma_b': 2.0, 'rho': 13047839.554540327, 'd': 1.2122036175548254, 'label': 0}, {'sigma_u': 0.2861515182063994, 'sigma_b': 1.0, 'rho': 76.80355551351164, 'd': 2.985789560028585, 'label': 1}]","({'Stressed Mean': 19.890944055944058, 'Stressed Variance': 264.33989001784926, 'Stressed Steady State Time': 8.24943916614547}, {'Normal Mean': 19.874087837837838, 'Normal Variance': 101.34681504633855, 'Normal Steady State Time': 3.3491978583729334})",1.620000000000001,0.5,0.8100000000000005,0.9875,0.475,1.0,0.5125,0.6125,0.45,0.9,0.5,1.0,0.4,0.9375
"[{'sigma_u': 1076371.5865480702, 'sigma_b': 2.0, 'rho': 13047839.554540327, 'd': 1.2122036175548254, 'label': 0}, {'sigma_u': 0.2861515182063994, 'sigma_b': 1.0, 'rho': 76.80355551351164, 'd': 2.985789560028585, 'label': 1}]","({'Stressed Mean': 19.890944055944058, 'Stressed Variance': 264.33989001784926, 'Stressed Steady State Time': 8.24943916614547}, {'Normal Mean': 19.874087837837838, 'Normal Variance': 101.34681504633855, 'Normal Steady State Time': 3.3491978583729334})",1.620000000000001,0.5,0.8100000000000005,0.9875,0.475,1.0,0.5125,0.6125,0.45,0.9,0.5,1.0,0.4,0.9375
"[{'sigma_u': 1076371.5865480702, 'sigma_b': 2.0, 'rho': 13047839.554540327, 'd': 1.2122036175548254, 'label': 0}, {'sigma_u': 0.2861515182063994, 'sigma_b': 1.0, 'rho': 76.80355551351164, 'd': 2.985789560028585, 'label': 1}]","({'Stressed Mean': 19.890944055944058, 'Stressed Variance': 264.33989001784926, 'Stressed Steady State Time': 8.24943916614547}, {'Normal Mean': 19.874087837837838, 'Normal Variance': 101.34681504633855, 'Normal Steady State Time': 3.3491978583729334})",1.620000000000001,0.5,0.8100000000000005,0.9875,0.475,1.0,0.5125,0.6125,0.45,0.9,0.5,1.0,0.4,0.9375
"[{'sigma_u': 1076371.5865480702, 'sigma_b': 2.0, 'rho': 13047839.554540327, 'd': 1.2122036175548254, 'label': 0}, {'sigma_u': 0.2861515182063994, 'sigma_b': 1.0, 'rho': 76.80355551351164, 'd': 2.985789560028585, 'label': 1}]","({'Stressed Mean': 19.890944055944058, 'Stressed Variance': 264.33989001784926, 'Stressed Steady State Time': 8.24943916614547}, {'Normal Mean': 19.874087837837838, 'Normal Variance': 101.34681504633855, 'Normal Steady State Time': 3.3491978583729334})",1.620000000000001,0.5,0.8100000000000005,0.9875,0.475,1.0,0.5125,0.6125,0.45,0.9,0.5,1.0,0.4,0.9375
"[{'sigma_u': 1076371.5865480702, 'sigma_b': 2.0, 'rho': 13047839.554540327, 'd': 1.2122036175548254, 'label': 0}, {'sigma_u': 0.2861515182063994, 'sigma_b': 1.0, 'rho': 76.80355551351164, 'd': 2.985789560028585, 'label': 1}]","({'Stressed Mean': 19.890944055944058, 'Stressed Variance': 264.33989001784926, 'Stressed Steady State Time': 8.24943916614547}, {'Normal Mean': 19.874087837837838, 'Normal Variance': 101.34681504633855, 'Normal Steady State Time': 3.3491978583729334})",1.620000000000001,0.5,0.8100000000000005,0.9875,0.475,1.0,0.5125,0.6125,0.45,0.9,0.5,1.0,0.4,0.9375
"[{'sigma_u': 1076371.5865480702, 'sigma_b': 2.0, 'rho': 13047839.554540327, 'd': 1.2122036175548254, 'label': 0}, {'sigma_u': 0.2861515182063994, 'sigma_b': 1.0, 'rho': 76.80355551351164, 'd': 2.985789560028585, 'label': 1}]","({'Stressed Mean': 19.890944055944058, 'Stressed Variance': 264.33989001784926, 'Stressed Steady State Time': 8.24943916614547}, {'Normal Mean': 19.874087837837838, 'Normal Variance': 101.34681504633855, 'Normal Steady State Time': 3.3491978583729334})",1.620000000000001,0.5,0.8100000000000005,0.9875,0.475,1.0,0.5125,0.6125,0.45,0.9,0.5,1.0,0.4,0.9375
"[{'sigma_u': 1076371.5865480702, 'sigma_b': 2.0, 'rho': 13047839.554540327, 'd': 1.2122036175548254, 'label': 0}, {'sigma_u': 0.2861515182063994, 'sigma_b': 1.0, 'rho': 76.80355551351164, 'd': 2.985789560028585, 'label': 1}]","({'Stressed Mean': 19.890944055944058, 'Stressed Variance': 264.33989001784926, 'Stressed Steady State Time': 8.24943916614547}, {'Normal Mean': 19.874087837837838, 'Normal Variance': 101.34681504633855, 'Normal Steady State Time': 3.3491978583729334})",1.620000000000001,0.5,0.8100000000000005,0.9875,0.475,1.0,0.5125,0.6125,0.45,0.9,0.5,1.0,0.4,0.9375
"[{'sigma_u': 4776994.292750426, 'sigma_b': 2.0, 'rho': 58683050.61821351, 'd': 1.2284508302271653, 'label': 0}, {'sigma_u': 0.2861515182063994, 'sigma_b': 1.0, 'rho': 76.80355551351164, 'd': 2.985789560028585, 'label': 1}]","({'Stressed Mean': 19.913811188811188, 'Stressed Variance': 268.4602288314832, 'Stressed Steady State Time': 8.140333950648069}, {'Normal Mean': 19.874087837837838, 'Normal Variance': 101.34681504633855, 'Normal Steady State Time': 3.3491978583729334})",1.630000000000001,0.5,0.8150000000000005,1.0,0.5875,1.0,0.5625,0.625,0.45,0.575,0.5,1.0,0.375,0.8875
"[{'sigma_u': 4776994.292750426, 'sigma_b': 2.0, 'rho': 58683050.61821351, 'd': 1.2284508302271653, 'label': 0}, {'sigma_u': 0.2861515182063994, 'sigma_b': 1.0, 'rho': 76.80355551351164, 'd': 2.985789560028585, 'label': 1}]","({'Stressed Mean': 19.913811188811188, 'Stressed Variance': 268.4602288314832, 'Stressed Steady State Time': 8.140333950648069}, {'Normal Mean': 19.874087837837838, 'Normal Variance': 101.34681504633855, 'Normal Steady State Time': 3.3491978583729334})",1.630000000000001,0.5,0.8150000000000005,1.0,0.5875,1.0,0.5625,0.625,0.45,0.575,0.5,1.0,0.375,0.8875
"[{'sigma_u': 4776994.292750426, 'sigma_b': 2.0, 'rho': 58683050.61821351, 'd': 1.2284508302271653, 'label': 0}, {'sigma_u': 0.2861515182063994, 'sigma_b': 1.0, 'rho': 76.80355551351164, 'd': 2.985789560028585, 'label': 1}]","({'Stressed Mean': 19.913811188811188, 'Stressed Variance': 268.4602288314832, 'Stressed Steady State Time': 8.140333950648069}, {'Normal Mean': 19.874087837837838, 'Normal Variance': 101.34681504633855, 'Normal Steady State Time': 3.3491978583729334})",1.630000000000001,0.5,0.8150000000000005,1.0,0.5875,1.0,0.5625,0.625,0.45,0.575,0.5,1.0,0.375,0.8875
