Parameter Sets,Stats,T_ac Ratio,Normal T_ac,Stress T_ac,SVM (rbf) Accuracy,SVM (linear) Accuracy,Random Forest Accuracy,Logistic Regression Accuracy,MLP Accuracy,Random Classifier Accuracy,Vanilla LSTM Accuracy,IY001A Accuracy,IY006C-Transformer Accuracy,Vanilla Transformer Accuracy,Full Transformer Accuracy
"[{'sigma_u': 0.9837111155174457, 'sigma_b': 0.016288884482554354, 'rho': 102.31657966413017, 'd': 0.016666229467990862, 'label': 0}, {'sigma_u': 0.9801978862328811, 'sigma_b': 0.019802113767118996, 'rho': 103.06125300750243, 'd': 0.02040830657036398, 'label': 1}]","{'Stressed Mean': nan, 'Stressed Variance': nan, 'Stressed Steady State Time': 600.0157395652079, 'Normal Mean': nan, 'Normal Variance': nan, 'Normal Steady State Time': 489.9965592697215}",1.2199999999999995,50,60.99999999999998,0.45,0.475,0.5,0.475,0.525,0.45,0.5125,0.4625,0.475,0.525,0.5625
"[{'sigma_u': 0.9837111155174457, 'sigma_b': 0.016288884482554354, 'rho': 102.31657966413017, 'd': 0.016666229467990862, 'label': 0}, {'sigma_u': 0.9801978862328811, 'sigma_b': 0.019802113767118996, 'rho': 103.06125300750243, 'd': 0.02040830657036398, 'label': 1}]","{'Stressed Mean': nan, 'Stressed Variance': nan, 'Stressed Steady State Time': 600.0157395652079, 'Normal Mean': nan, 'Normal Variance': nan, 'Normal Steady State Time': 489.9965592697215}",1.2199999999999995,50,60.99999999999998,0.45,0.475,0.5,0.475,0.525,0.45,0.5125,0.4625,0.475,0.525,0.5625
"[{'sigma_u': 0.9837111155174457, 'sigma_b': 0.016288884482554354, 'rho': 102.31657966413017, 'd': 0.016666229467990862, 'label': 0}, {'sigma_u': 0.9801978862328811, 'sigma_b': 0.019802113767118996, 'rho': 103.06125300750243, 'd': 0.02040830657036398, 'label': 1}]","{'Stressed Mean': nan, 'Stressed Variance': nan, 'Stressed Steady State Time': 600.0157395652079, 'Normal Mean': nan, 'Normal Variance': nan, 'Normal Steady State Time': 489.9965592697215}",1.2199999999999995,50,60.99999999999998,0.45,0.475,0.5,0.475,0.525,0.45,0.5125,0.4625,0.475,0.525,0.5625
"[{'sigma_u': 0.9837111155174457, 'sigma_b': 0.016288884482554354, 'rho': 102.31657966413017, 'd': 0.016666229467990862, 'label': 0}, {'sigma_u': 0.9801978862328811, 'sigma_b': 0.019802113767118996, 'rho': 103.06125300750243, 'd': 0.02040830657036398, 'label': 1}]","{'Stressed Mean': nan, 'Stressed Variance': nan, 'Stressed Steady State Time': 600.0157395652079, 'Normal Mean': nan, 'Normal Variance': nan, 'Normal Steady State Time': 489.9965592697215}",1.2199999999999995,50,60.99999999999998,0.45,0.475,0.5,0.475,0.525,0.45,0.5125,0.4625,0.475,0.525,0.5625
"[{'sigma_u': 0.9837111155174457, 'sigma_b': 0.016288884482554354, 'rho': 102.31657966413017, 'd': 0.016666229467990862, 'label': 0}, {'sigma_u': 0.9801978862328811, 'sigma_b': 0.019802113767118996, 'rho': 103.06125300750243, 'd': 0.02040830657036398, 'label': 1}]","{'Stressed Mean': nan, 'Stressed Variance': nan, 'Stressed Steady State Time': 600.0157395652079, 'Normal Mean': nan, 'Normal Variance': nan, 'Normal Steady State Time': 489.9965592697215}",1.2199999999999995,50,60.99999999999998,0.45,0.475,0.5,0.475,0.525,0.45,0.5125,0.4625,0.475,0.525,0.5625
"[{'sigma_u': 0.9838414204590739, 'sigma_b': 0.016158579540926137, 'rho': 102.28916679942822, 'd': 0.01652847637903622, 'label': 0}, {'sigma_u': 0.9801978862328811, 'sigma_b': 0.019802113767118996, 'rho': 103.06125300750243, 'd': 0.02040830657036398, 'label': 1}]","{'Stressed Mean': nan, 'Stressed Variance': nan, 'Stressed Steady State Time': 605.0164437832535, 'Normal Mean': nan, 'Normal Variance': nan, 'Normal Steady State Time': 489.9965592697215}",1.2299999999999995,50,61.49999999999998,0.55,0.6,0.5875,0.55,0.5875,0.45,0.5,0.5375,0.475,0.4875,0.525
"[{'sigma_u': 0.9838414204590739, 'sigma_b': 0.016158579540926137, 'rho': 102.28916679942822, 'd': 0.01652847637903622, 'label': 0}, {'sigma_u': 0.9801978862328811, 'sigma_b': 0.019802113767118996, 'rho': 103.06125300750243, 'd': 0.02040830657036398, 'label': 1}]","{'Stressed Mean': nan, 'Stressed Variance': nan, 'Stressed Steady State Time': 605.0164437832535, 'Normal Mean': nan, 'Normal Variance': nan, 'Normal Steady State Time': 489.9965592697215}",1.2299999999999995,50,61.49999999999998,0.55,0.6,0.5875,0.55,0.5875,0.45,0.5,0.5375,0.475,0.4875,0.525
"[{'sigma_u': 0.9838414204590739, 'sigma_b': 0.016158579540926137, 'rho': 102.28916679942822, 'd': 0.01652847637903622, 'label': 0}, {'sigma_u': 0.9801978862328811, 'sigma_b': 0.019802113767118996, 'rho': 103.06125300750243, 'd': 0.02040830657036398, 'label': 1}]","{'Stressed Mean': nan, 'Stressed Variance': nan, 'Stressed Steady State Time': 605.0164437832535, 'Normal Mean': nan, 'Normal Variance': nan, 'Normal Steady State Time': 489.9965592697215}",1.2299999999999995,50,61.49999999999998,0.55,0.6,0.5875,0.55,0.5875,0.45,0.5,0.5375,0.475,0.4875,0.525
"[{'sigma_u': 0.9838414204590739, 'sigma_b': 0.016158579540926137, 'rho': 102.28916679942822, 'd': 0.01652847637903622, 'label': 0}, {'sigma_u': 0.9801978862328811, 'sigma_b': 0.019802113767118996, 'rho': 103.06125300750243, 'd': 0.02040830657036398, 'label': 1}]","{'Stressed Mean': nan, 'Stressed Variance': nan, 'Stressed Steady State Time': 605.0164437832535, 'Normal Mean': nan, 'Normal Variance': nan, 'Normal Steady State Time': 489.9965592697215}",1.2299999999999995,50,61.49999999999998,0.55,0.6,0.5875,0.55,0.5875,0.45,0.5,0.5375,0.475,0.4875,0.525
"[{'sigma_u': 0.9838414204590739, 'sigma_b': 0.016158579540926137, 'rho': 102.28916679942822, 'd': 0.01652847637903622, 'label': 0}, {'sigma_u': 0.9801978862328811, 'sigma_b': 0.019802113767118996, 'rho': 103.06125300750243, 'd': 0.02040830657036398, 'label': 1}]","{'Stressed Mean': nan, 'Stressed Variance': nan, 'Stressed Steady State Time': 605.0164437832535, 'Normal Mean': nan, 'Normal Variance': nan, 'Normal Steady State Time': 489.9965592697215}",1.2299999999999995,50,61.49999999999998,0.55,0.6,0.5875,0.55,0.5875,0.45,0.5,0.5375,0.475,0.4875,0.525
"[{'sigma_u': 0.9838414204590739, 'sigma_b': 0.016158579540926137, 'rho': 102.28916679942822, 'd': 0.01652847637903622, 'label': 0}, {'sigma_u': 0.9801978862328811, 'sigma_b': 0.019802113767118996, 'rho': 103.06125300750243, 'd': 0.02040830657036398, 'label': 1}]","{'Stressed Mean': nan, 'Stressed Variance': nan, 'Stressed Steady State Time': 605.0164437832535, 'Normal Mean': nan, 'Normal Variance': nan, 'Normal Steady State Time': 489.9965592697215}",1.2299999999999995,50,61.49999999999998,0.55,0.6,0.5875,0.55,0.5875,0.45,0.5,0.5375,0.475,0.4875,0.525
"[{'sigma_u': 0.9838414204590739, 'sigma_b': 0.016158579540926137, 'rho': 102.28916679942822, 'd': 0.01652847637903622, 'label': 0}, {'sigma_u': 0.9801978862328811, 'sigma_b': 0.019802113767118996, 'rho': 103.06125300750243, 'd': 0.02040830657036398, 'label': 1}]","{'Stressed Mean': nan, 'Stressed Variance': nan, 'Stressed Steady State Time': 605.0164437832535, 'Normal Mean': nan, 'Normal Variance': nan, 'Normal Steady State Time': 489.9965592697215}",1.2299999999999995,50,61.49999999999998,0.55,0.6,0.5875,0.55,0.5875,0.45,0.5,0.5375,0.475,0.4875,0.525
"[{'sigma_u': 0.9838414204590739, 'sigma_b': 0.016158579540926137, 'rho': 102.28916679942822, 'd': 0.01652847637903622, 'label': 0}, {'sigma_u': 0.9801978862328811, 'sigma_b': 0.019802113767118996, 'rho': 103.06125300750243, 'd': 0.02040830657036398, 'label': 1}]","{'Stressed Mean': nan, 'Stressed Variance': nan, 'Stressed Steady State Time': 605.0164437832535, 'Normal Mean': nan, 'Normal Variance': nan, 'Normal Steady State Time': 489.9965592697215}",1.2299999999999995,50,61.49999999999998,0.55,0.6,0.5875,0.55,0.5875,0.45,0.5,0.5375,0.475,0.4875,0.525
"[{'sigma_u': 0.9838414204590739, 'sigma_b': 0.016158579540926137, 'rho': 102.28916679942822, 'd': 0.01652847637903622, 'label': 0}, {'sigma_u': 0.9801978862328811, 'sigma_b': 0.019802113767118996, 'rho': 103.06125300750243, 'd': 0.02040830657036398, 'label': 1}]","{'Stressed Mean': nan, 'Stressed Variance': nan, 'Stressed Steady State Time': 605.0164437832535, 'Normal Mean': nan, 'Normal Variance': nan, 'Normal Steady State Time': 489.9965592697215}",1.2299999999999995,50,61.49999999999998,0.55,0.6,0.5875,0.55,0.5875,0.45,0.5,0.5375,0.475,0.4875,0.525
"[{'sigma_u': 0.9838414204590739, 'sigma_b': 0.016158579540926137, 'rho': 102.28916679942822, 'd': 0.01652847637903622, 'label': 0}, {'sigma_u': 0.9801978862328811, 'sigma_b': 0.019802113767118996, 'rho': 103.06125300750243, 'd': 0.02040830657036398, 'label': 1}]","{'Stressed Mean': nan, 'Stressed Variance': nan, 'Stressed Steady State Time': 605.0164437832535, 'Normal Mean': nan, 'Normal Variance': nan, 'Normal Steady State Time': 489.9965592697215}",1.2299999999999995,50,61.49999999999998,0.55,0.6,0.5875,0.55,0.5875,0.45,0.5,0.5375,0.475,0.4875,0.525
"[{'sigma_u': 0.9839696568676822, 'sigma_b': 0.016030343132317708, 'rho': 102.26220343908487, 'd': 0.016392982105954107, 'label': 0}, {'sigma_u': 0.9801978862328811, 'sigma_b': 0.019802113767118996, 'rho': 103.06125300750243, 'd': 0.02040830657036398, 'label': 1}]","{'Stressed Mean': nan, 'Stressed Variance': nan, 'Stressed Steady State Time': 610.0171363188332, 'Normal Mean': nan, 'Normal Variance': nan, 'Normal Steady State Time': 489.9965592697215}",1.2399999999999995,50,61.99999999999998,0.475,0.5625,0.55,0.475,0.5375,0.45,0.4875,0.625,0.55,0.5125,0.575
"[{'sigma_u': 0.9839696568676822, 'sigma_b': 0.016030343132317708, 'rho': 102.26220343908487, 'd': 0.016392982105954107, 'label': 0}, {'sigma_u': 0.9801978862328811, 'sigma_b': 0.019802113767118996, 'rho': 103.06125300750243, 'd': 0.02040830657036398, 'label': 1}]","{'Stressed Mean': nan, 'Stressed Variance': nan, 'Stressed Steady State Time': 610.0171363188332, 'Normal Mean': nan, 'Normal Variance': nan, 'Normal Steady State Time': 489.9965592697215}",1.2399999999999995,50,61.99999999999998,0.475,0.5625,0.55,0.475,0.5375,0.45,0.4875,0.625,0.55,0.5125,0.575
"[{'sigma_u': 0.9839696568676822, 'sigma_b': 0.016030343132317708, 'rho': 102.26220343908487, 'd': 0.016392982105954107, 'label': 0}, {'sigma_u': 0.9801978862328811, 'sigma_b': 0.019802113767118996, 'rho': 103.06125300750243, 'd': 0.02040830657036398, 'label': 1}]","{'Stressed Mean': nan, 'Stressed Variance': nan, 'Stressed Steady State Time': 610.0171363188332, 'Normal Mean': nan, 'Normal Variance': nan, 'Normal Steady State Time': 489.9965592697215}",1.2399999999999995,50,61.99999999999998,0.475,0.5625,0.55,0.475,0.5375,0.45,0.4875,0.625,0.55,0.5125,0.575
"[{'sigma_u': 0.9839696568676822, 'sigma_b': 0.016030343132317708, 'rho': 102.26220343908487, 'd': 0.016392982105954107, 'label': 0}, {'sigma_u': 0.9801978862328811, 'sigma_b': 0.019802113767118996, 'rho': 103.06125300750243, 'd': 0.02040830657036398, 'label': 1}]","{'Stressed Mean': nan, 'Stressed Variance': nan, 'Stressed Steady State Time': 610.0171363188332, 'Normal Mean': nan, 'Normal Variance': nan, 'Normal Steady State Time': 489.9965592697215}",1.2399999999999995,50,61.99999999999998,0.475,0.5625,0.55,0.475,0.5375,0.45,0.4875,0.625,0.55,0.5125,0.575
"[{'sigma_u': 0.9839696568676822, 'sigma_b': 0.016030343132317708, 'rho': 102.26220343908487, 'd': 0.016392982105954107, 'label': 0}, {'sigma_u': 0.9801978862328811, 'sigma_b': 0.019802113767118996, 'rho': 103.06125300750243, 'd': 0.02040830657036398, 'label': 1}]","{'Stressed Mean': nan, 'Stressed Variance': nan, 'Stressed Steady State Time': 610.0171363188332, 'Normal Mean': nan, 'Normal Variance': nan, 'Normal Steady State Time': 489.9965592697215}",1.2399999999999995,50,61.99999999999998,0.475,0.5625,0.55,0.475,0.5375,0.45,0.4875,0.625,0.55,0.5125,0.575
"[{'sigma_u': 0.9839696568676822, 'sigma_b': 0.016030343132317708, 'rho': 102.26220343908487, 'd': 0.016392982105954107, 'label': 0}, {'sigma_u': 0.9801978862328811, 'sigma_b': 0.019802113767118996, 'rho': 103.06125300750243, 'd': 0.02040830657036398, 'label': 1}]","{'Stressed Mean': nan, 'Stressed Variance': nan, 'Stressed Steady State Time': 610.0171363188332, 'Normal Mean': nan, 'Normal Variance': nan, 'Normal Steady State Time': 489.9965592697215}",1.2399999999999995,50,61.99999999999998,0.475,0.5625,0.55,0.475,0.5375,0.45,0.4875,0.625,0.55,0.5125,0.575
"[{'sigma_u': 0.9839696568676822, 'sigma_b': 0.016030343132317708, 'rho': 102.26220343908487, 'd': 0.016392982105954107, 'label': 0}, {'sigma_u': 0.9801978862328811, 'sigma_b': 0.019802113767118996, 'rho': 103.06125300750243, 'd': 0.02040830657036398, 'label': 1}]","{'Stressed Mean': nan, 'Stressed Variance': nan, 'Stressed Steady State Time': 610.0171363188332, 'Normal Mean': nan, 'Normal Variance': nan, 'Normal Steady State Time': 489.9965592697215}",1.2399999999999995,50,61.99999999999998,0.475,0.5625,0.55,0.475,0.5375,0.45,0.4875,0.625,0.55,0.5125,0.575
"[{'sigma_u': 0.9839696568676822, 'sigma_b': 0.016030343132317708, 'rho': 102.26220343908487, 'd': 0.016392982105954107, 'label': 0}, {'sigma_u': 0.9801978862328811, 'sigma_b': 0.019802113767118996, 'rho': 103.06125300750243, 'd': 0.02040830657036398, 'label': 1}]","{'Stressed Mean': nan, 'Stressed Variance': nan, 'Stressed Steady State Time': 610.0171363188332, 'Normal Mean': nan, 'Normal Variance': nan, 'Normal Steady State Time': 489.9965592697215}",1.2399999999999995,50,61.99999999999998,0.475,0.5625,0.55,0.475,0.5375,0.45,0.4875,0.625,0.55,0.5125,0.575
"[{'sigma_u': 0.9839696568676822, 'sigma_b': 0.016030343132317708, 'rho': 102.26220343908487, 'd': 0.016392982105954107, 'label': 0}, {'sigma_u': 0.9801978862328811, 'sigma_b': 0.019802113767118996, 'rho': 103.06125300750243, 'd': 0.02040830657036398, 'label': 1}]","{'Stressed Mean': nan, 'Stressed Variance': nan, 'Stressed Steady State Time': 610.0171363188332, 'Normal Mean': nan, 'Normal Variance': nan, 'Normal Steady State Time': 489.9965592697215}",1.2399999999999995,50,61.99999999999998,0.475,0.5625,0.55,0.475,0.5375,0.45,0.4875,0.625,0.55,0.5125,0.575
"[{'sigma_u': 0.9839696568676822, 'sigma_b': 0.016030343132317708, 'rho': 102.26220343908487, 'd': 0.016392982105954107, 'label': 0}, {'sigma_u': 0.9801978862328811, 'sigma_b': 0.019802113767118996, 'rho': 103.06125300750243, 'd': 0.02040830657036398, 'label': 1}]","{'Stressed Mean': nan, 'Stressed Variance': nan, 'Stressed Steady State Time': 610.0171363188332, 'Normal Mean': nan, 'Normal Variance': nan, 'Normal Steady State Time': 489.9965592697215}",1.2399999999999995,50,61.99999999999998,0.475,0.5625,0.55,0.475,0.5375,0.45,0.4875,0.625,0.55,0.5125,0.575
"[{'sigma_u': 0.9840958736180742, 'sigma_b': 0.015904126381925798, 'rho': 102.23567861534644, 'd': 0.016259691534404184, 'label': 0}, {'sigma_u': 0.9801978862328811, 'sigma_b': 0.019802113767118996, 'rho': 103.06125300750243, 'd': 0.02040830657036398, 'label': 1}]","{'Stressed Mean': nan, 'Stressed Variance': nan, 'Stressed Steady State Time': 615.0178174561808, 'Normal Mean': nan, 'Normal Variance': nan, 'Normal Steady State Time': 489.9965592697215}",1.2499999999999996,50,62.49999999999998,0.5375,0.4625,0.55,0.4125,0.5625,0.45,0.5,0.575,0.4875,0.4875,0.5375
"[{'sigma_u': 0.9840958736180742, 'sigma_b': 0.015904126381925798, 'rho': 102.23567861534644, 'd': 0.016259691534404184, 'label': 0}, {'sigma_u': 0.9801978862328811, 'sigma_b': 0.019802113767118996, 'rho': 103.06125300750243, 'd': 0.02040830657036398, 'label': 1}]","{'Stressed Mean': nan, 'Stressed Variance': nan, 'Stressed Steady State Time': 615.0178174561808, 'Normal Mean': nan, 'Normal Variance': nan, 'Normal Steady State Time': 489.9965592697215}",1.2499999999999996,50,62.49999999999998,0.5375,0.4625,0.55,0.4125,0.5625,0.45,0.5,0.575,0.4875,0.4875,0.5375
"[{'sigma_u': 0.9840958736180742, 'sigma_b': 0.015904126381925798, 'rho': 102.23567861534644, 'd': 0.016259691534404184, 'label': 0}, {'sigma_u': 0.9801978862328811, 'sigma_b': 0.019802113767118996, 'rho': 103.06125300750243, 'd': 0.02040830657036398, 'label': 1}]","{'Stressed Mean': nan, 'Stressed Variance': nan, 'Stressed Steady State Time': 615.0178174561808, 'Normal Mean': nan, 'Normal Variance': nan, 'Normal Steady State Time': 489.9965592697215}",1.2499999999999996,50,62.49999999999998,0.5375,0.4625,0.55,0.4125,0.5625,0.45,0.5,0.575,0.4875,0.4875,0.5375
"[{'sigma_u': 0.9840958736180742, 'sigma_b': 0.015904126381925798, 'rho': 102.23567861534644, 'd': 0.016259691534404184, 'label': 0}, {'sigma_u': 0.9801978862328811, 'sigma_b': 0.019802113767118996, 'rho': 103.06125300750243, 'd': 0.02040830657036398, 'label': 1}]","{'Stressed Mean': nan, 'Stressed Variance': nan, 'Stressed Steady State Time': 615.0178174561808, 'Normal Mean': nan, 'Normal Variance': nan, 'Normal Steady State Time': 489.9965592697215}",1.2499999999999996,50,62.49999999999998,0.5375,0.4625,0.55,0.4125,0.5625,0.45,0.5,0.575,0.4875,0.4875,0.5375
"[{'sigma_u': 0.9840958736180742, 'sigma_b': 0.015904126381925798, 'rho': 102.23567861534644, 'd': 0.016259691534404184, 'label': 0}, {'sigma_u': 0.9801978862328811, 'sigma_b': 0.019802113767118996, 'rho': 103.06125300750243, 'd': 0.02040830657036398, 'label': 1}]","{'Stressed Mean': nan, 'Stressed Variance': nan, 'Stressed Steady State Time': 615.0178174561808, 'Normal Mean': nan, 'Normal Variance': nan, 'Normal Steady State Time': 489.9965592697215}",1.2499999999999996,50,62.49999999999998,0.5375,0.4625,0.55,0.4125,0.5625,0.45,0.5,0.575,0.4875,0.4875,0.5375
"[{'sigma_u': 0.9840958736180742, 'sigma_b': 0.015904126381925798, 'rho': 102.23567861534644, 'd': 0.016259691534404184, 'label': 0}, {'sigma_u': 0.9801978862328811, 'sigma_b': 0.019802113767118996, 'rho': 103.06125300750243, 'd': 0.02040830657036398, 'label': 1}]","{'Stressed Mean': nan, 'Stressed Variance': nan, 'Stressed Steady State Time': 615.0178174561808, 'Normal Mean': nan, 'Normal Variance': nan, 'Normal Steady State Time': 489.9965592697215}",1.2499999999999996,50,62.49999999999998,0.5375,0.4625,0.55,0.4125,0.5625,0.45,0.5,0.575,0.4875,0.4875,0.5375
"[{'sigma_u': 0.9840958736180742, 'sigma_b': 0.015904126381925798, 'rho': 102.23567861534644, 'd': 0.016259691534404184, 'label': 0}, {'sigma_u': 0.9801978862328811, 'sigma_b': 0.019802113767118996, 'rho': 103.06125300750243, 'd': 0.02040830657036398, 'label': 1}]","{'Stressed Mean': nan, 'Stressed Variance': nan, 'Stressed Steady State Time': 615.0178174561808, 'Normal Mean': nan, 'Normal Variance': nan, 'Normal Steady State Time': 489.9965592697215}",1.2499999999999996,50,62.49999999999998,0.5375,0.4625,0.55,0.4125,0.5625,0.45,0.5,0.575,0.4875,0.4875,0.5375
"[{'sigma_u': 0.9840958736180742, 'sigma_b': 0.015904126381925798, 'rho': 102.23567861534644, 'd': 0.016259691534404184, 'label': 0}, {'sigma_u': 0.9801978862328811, 'sigma_b': 0.019802113767118996, 'rho': 103.06125300750243, 'd': 0.02040830657036398, 'label': 1}]","{'Stressed Mean': nan, 'Stressed Variance': nan, 'Stressed Steady State Time': 615.0178174561808, 'Normal Mean': nan, 'Normal Variance': nan, 'Normal Steady State Time': 489.9965592697215}",1.2499999999999996,50,62.49999999999998,0.5375,0.4625,0.55,0.4125,0.5625,0.45,0.5,0.575,0.4875,0.4875,0.5375
"[{'sigma_u': 0.9840958736180742, 'sigma_b': 0.015904126381925798, 'rho': 102.23567861534644, 'd': 0.016259691534404184, 'label': 0}, {'sigma_u': 0.9801978862328811, 'sigma_b': 0.019802113767118996, 'rho': 103.06125300750243, 'd': 0.02040830657036398, 'label': 1}]","{'Stressed Mean': nan, 'Stressed Variance': nan, 'Stressed Steady State Time': 615.0178174561808, 'Normal Mean': nan, 'Normal Variance': nan, 'Normal Steady State Time': 489.9965592697215}",1.2499999999999996,50,62.49999999999998,0.5375,0.4625,0.55,0.4125,0.5625,0.45,0.5,0.575,0.4875,0.4875,0.5375
"[{'sigma_u': 0.9840958736180742, 'sigma_b': 0.015904126381925798, 'rho': 102.23567861534644, 'd': 0.016259691534404184, 'label': 0}, {'sigma_u': 0.9801978862328811, 'sigma_b': 0.019802113767118996, 'rho': 103.06125300750243, 'd': 0.02040830657036398, 'label': 1}]","{'Stressed Mean': nan, 'Stressed Variance': nan, 'Stressed Steady State Time': 615.0178174561808, 'Normal Mean': nan, 'Normal Variance': nan, 'Normal Steady State Time': 489.9965592697215}",1.2499999999999996,50,62.49999999999998,0.5375,0.4625,0.55,0.4125,0.5625,0.45,0.5,0.575,0.4875,0.4875,0.5375
"[{'sigma_u': 0.9842201180570705, 'sigma_b': 0.015779881942929456, 'rho': 102.20958171445159, 'd': 0.016128551328902473, 'label': 0}, {'sigma_u': 0.9801978862328811, 'sigma_b': 0.019802113767118996, 'rho': 103.06125300750243, 'd': 0.02040830657036398, 'label': 1}]","{'Stressed Mean': nan, 'Stressed Variance': nan, 'Stressed Steady State Time': 620.018487468241, 'Normal Mean': nan, 'Normal Variance': nan, 'Normal Steady State Time': 489.9965592697215}",1.2599999999999996,50,62.99999999999998,0.475,0.45,0.5,0.5,0.5375,0.45,0.5125,0.8125,0.575,0.525,0.4625
